{' 44': -1.8824675, ' 42': -1.9807838, ' 43': -2.015179, ' 40': -2.171719, ' 39': -2.5566866}
{' 45': -1.9113262, ' 44': -2.1256819, ' 47': -2.1394968, ' 46': -2.1654193, ' 43': -2.233935}
{' 43': -1.9193187, ' 45': -2.0990329, ' 44': -2.4541345, ' 47': -2.601642, ' 41': -2.6758149}
{' 43': -1.7252413, ' 45': -2.1072106, ' 44': -2.150826, ' 41': -2.2340264, ' 40': -2.3817105}
{' 43': -2.2315738, ' 44': -2.314803, ' 45': -2.365767, ' 46': -2.5586336, ' 48': -2.7191694}
{' 44': -1.7746552, ' 43': -1.9273024, ' 45': -2.12226, ' 42': -2.235774, ' 46': -2.4274626}
{' 43': -2.1928086, ' 44': -2.4092643, ' 41': -2.5317178, ' 42': -2.5589101, ' 39': -2.592446}
{' 44': -1.5144176, ' 48': -1.7845877, ' 45': -2.1997204, ' 46': -2.271202, ' 43': -2.656084}
{' 33': -1.6604412, ' 37': -2.2120569, ' 36': -2.3407784, ' 34': -2.522131, ' 35': -2.5480118}
{' 43': -1.8852046, ' 45': -2.0079558, ' 44': -2.1859076, ' 47': -2.3006194, ' 46': -2.3936236}
{' 43': -2.2781444, ' 37': -2.4441762, ' 41': -2.5111308, ' 40': -2.549543, ' 39': -2.5551372}
{' 45': -1.6599073, ' 44': -1.8219957, ' 43': -1.9217653, ' 46': -2.3472776, ' 47': -2.505248}
{' 33': -1.7261562, ' 34': -2.3330555, ' 37': -2.406804, ' 35': -2.5216715, ' 32': -2.5586739}
{' 44': -1.6589562, ' 43': -1.8161827, ' 45': -1.9318253, ' 46': -2.303228, ' 42': -2.5054853}
{' 48': -1.052724, ' 44': -2.220748, ' 52': -2.5912046, ' 56': -2.7106516, ' 50': -2.7224474}
{' 45': -1.7732824, ' 44': -1.9219888, ' 43': -2.1808696, ' 46': -2.4396625, ' 48': -2.500404}
{' 43': -2.2457316, ' 41': -2.508983, ' 42': -2.5650322, ' 39': -2.5758202, ' 44': -2.586507}
{' 45': -1.8506153, ' 44': -1.8532609, ' 46': -2.028691, ' 43': -2.2092502, ' 48': -2.2494476}
{' 48': -2.3309896, ' 51': -2.435297, ' 50': -2.4462357, ' 45': -2.5444298, ' 46': -2.652421}
{' 48': -1.8131771, ' 45': -1.8239975, ' 44': -2.1718922, ' 47': -2.2296963, ' 46': -2.2333164}
{' 33': -2.2047398, ' 37': -2.2725592, ' 34': -2.518055, ' 35': -2.5848162, ' 39': -2.68248}
{' 45': -1.6358598, ' 43': -1.899549, ' 44': -2.0982642, ' 40': -2.2019382, ' 42': -2.5349593}
{' 43': -2.2948132, ' 42': -2.3234234, ' 45': -2.3690434, ' 44': -2.5252132, ' 40': -2.753623}
{' 45': -2.0218275, ' 48': -2.1222725, ' 44': -2.213789, ' 46': -2.290779, ' 47': -2.3164082}
{' 45': -2.165385, ' 43': -2.224903, ' 44': -2.2281578, ' 46': -2.443382, ' 47': -2.4631488}
{' 44': -1.8569031, ' 43': -1.8923664, ' 45': -1.9707508, ' 46': -2.346733, ' 42': -2.4172668}
{' 43': -2.0854392, ' 44': -2.2657392, ' 45': -2.4216774, ' 42': -2.5741117, ' 46': -2.668063}
{' 45': -1.844146, ' 44': -1.9059861, ' 43': -1.911775, ' 46': -2.1731598, ' 47': -2.4021504}
{' 43': -2.173901, ' 44': -2.3741698, ' 41': -2.506573, ' 42': -2.6404872, ' 45': -2.6790564}
{' 43': -1.5209292, ' 45': -2.0964277, ' 44': -2.2337036, ' 41': -2.468292, ' 39': -2.5492287}
{' 45': -2.2118995, ' 43': -2.251787, ' 44': -2.412731, ' 48': -2.7514172, ' 46': -2.76494}
{' 44': -1.8477353, ' 45': -2.0391033, ' 43': -2.227967, ' 46': -2.2339697, ' 48': -2.285287}
{' 45': -2.5072637, ' 51': -2.512527, ' 48': -2.5541024, ' 50': -2.5603645, ' 46': -2.6790423}
{' 44': -1.590169, ' 43': -2.097724, ' 45': -2.1870604, ' 46': -2.2915812, ' 48': -2.3132734}
{' 43': -1.9522663, ' 45': -2.0858533, ' 44': -2.1674287, ' 42': -2.660731, ' 46': -2.7211912}
{' 44': -1.9309115, ' 45': -1.9582286, ' 43': -2.0344462, ' 46': -2.2433677, ' 47': -2.4501739}
{' 43': -2.2154777, ' 44': -2.3533332, ' 42': -2.4308984, ' 41': -2.5377529, ' 40': -2.564512}
{' 43': -1.7257053, ' 45': -1.9986888, ' 44': -2.0681298, ' 46': -2.464042, ' 47': -2.5165455}
{' 43': -2.24395, ' 44': -2.441269, ' 45': -2.4936473, ' 42': -2.6676369, ' 41': -2.744581}
{' 44': -1.4702971, ' 45': -2.0702307, ' 46': -2.077761, ' 43': -2.2042677, ' 42': -2.30476}
{' 44': -2.1811552, ' 46': -2.4194183, ' 48': -2.4355917, ' 43': -2.4590464, ' 45': -2.5085242}
{' 44': -1.965616, ' 43': -2.0818002, ' 45': -2.136955, ' 46': -2.2680662, ' 47': -2.4120042}
{' 43': -2.108065, ' 45': -2.1883194, ' 44': -2.3012364, ' 42': -2.4851744, ' 46': -2.6460135}
{' 48': -1.4517492, ' 45': -1.7368007, ' 44': -2.1735396, ' 50': -2.4694512, ' 46': -2.6193938}
{' 43': -2.0404577, ' 41': -2.469143, ' 44': -2.5573874, ' 45': -2.5885458, ' 37': -2.6400092}
{' 44': -1.890259, ' 43': -1.9623016, ' 45': -2.138323, ' 42': -2.3866122, ' 46': -2.4499037}
{' 51': -2.3144598, ' 45': -2.376125, ' 47': -2.4340076, ' 48': -2.5504112, ' 50': -2.5991135}
{' 48': -1.950822, ' 45': -2.0506756, ' 44': -2.1826928, ' 46': -2.2933266, ' 47': -2.399417}
{' 51': -2.4592376, ' 48': -2.5107296, ' 50': -2.5922682, ' 47': -2.5992417, ' 45': -2.6102207}
{' 45': -2.1045675, ' 43': -2.1422036, ' 44': -2.3222475, ' 47': -2.438571, ' 48': -2.4442854}
{' 45': -2.2717686, ' 43': -2.3793993, ' 44': -2.5032282, ' 41': -2.576972, ' 42': -2.6324158}
{' 44': -1.8944753, ' 43': -1.9282907, ' 42': -2.1517615, ' 45': -2.255384, ' 41': -2.535928}
{' 45': -2.266721, ' 44': -2.322812, ' 43': -2.3680584, ' 48': -2.4110138, ' 46': -2.5531685}
{' 44': -1.9634689, ' 48': -2.0088313, ' 46': -2.0098422, ' 45': -2.2262769, ' 47': -2.4901774}
{' 43': -2.3464558, ' 37': -2.5748932, ' 41': -2.7002041, ' 44': -2.718321, ' 42': -2.7530434}
{' 48': -2.2500494, ' 49': -2.2511938, ' 51': -2.275993, ' 50': -2.2982252, ' 45': -2.3426988}
{' 43': -2.2403119, ' 45': -2.4305365, ' 44': -2.5336819, ' 41': -2.7386096, ' 48': -2.853177}
{' 43': -1.7965881, ' 45': -1.9093316, ' 47': -2.2716992, ' 44': -2.4081068, ' 46': -2.6643374}
{' 43': -2.1988447, ' 44': -2.2296524, ' 45': -2.298771, ' 46': -2.4194956, ' 47': -2.5527258}
{' 45': -1.8830978, ' 48': -1.9602768, ' 47': -2.2697365, ' 46': -2.3323987, ' 44': -2.426988}
{' 43': -2.2062438, ' 44': -2.2261841, ' 42': -2.4314377, ' 40': -2.5671084, ' 41': -2.6446638}
{' 44': -2.066227, ' 48': -2.1014118, ' 45': -2.1188872, ' 46': -2.170494, ' 47': -2.3193665}
{' 45': -2.3129234, ' 48': -2.3499048, ' 47': -2.352023, ' 46': -2.446865, ' 51': -2.539953}
{' 45': -1.7792448, ' 43': -1.9271827, ' 44': -2.0426154, ' 47': -2.1505675, ' 46': -2.2350857}
{' 43': -2.0910432, ' 41': -2.407707, ' 42': -2.4253395, ' 44': -2.4483192, ' 45': -2.5084732}
{' 50': -2.0358481, ' 48': -2.2895484, ' 54': -2.4376829, ' 51': -2.4711986, ' 53': -2.4923453}
{' 45': -2.0629866, ' 43': -2.4632668, ' 44': -2.4791672, ' 47': -2.4945865, ' 46': -2.513101}
{' 45': -1.9946294, ' 43': -2.17664, ' 47': -2.2036595, ' 48': -2.342568, ' 44': -2.343966}
{' 45': -2.206027, ' 43': -2.2989702, ' 44': -2.3828723, ' 48': -2.486557, ' 46': -2.6427288}
{' 43': -1.730672, ' 44': -1.8800557, ' 45': -1.9204742, ' 42': -2.4372609, ' 46': -2.5669549}
{' 48': -1.7004955, ' 44': -1.8070637, ' 45': -2.4207332, ' 42': -2.5680673, ' 46': -2.736879}
{' 48': -2.145449, ' 47': -2.371569, ' 50': -2.3724997, ' 45': -2.381752, ' 46': -2.3922484}
{' 43': -2.1482048, ' 44': -2.3051283, ' 45': -2.4403439, ' 41': -2.5557816, ' 42': -2.5852835}
{' 45': -1.8911674, ' 47': -1.9979388, ' 43': -2.24725, ' 48': -2.3141906, ' 46': -2.354739}
{' 44': -2.2185874, ' 43': -2.2359846, ' 42': -2.4325118, ' 45': -2.6246514, ' 41': -2.6769147}
{' 45': -1.6965913, ' 47': -2.056838, ' 43': -2.0596895, ' 44': -2.3450346, ' 46': -2.353362}
{' 44': -1.9621294, ' 43': -2.0446415, ' 45': -2.1653976, ' 42': -2.416954, ' 46': -2.6156898}
{' 45': -2.0165346, ' 43': -2.0770643, ' 44': -2.2073438, ' 47': -2.227199, ' 46': -2.2794797}
{' 51': -2.4566693, ' 45': -2.525394, ' 48': -2.536676, ' 50': -2.5521455, ' 47': -2.6187387}
{' 48': -2.1636133, ' 47': -2.2600527, ' 45': -2.3527842, ' 46': -2.3599615, ' 50': -2.4763098}
{' 43': -2.1617768, ' 45': -2.4723313, ' 44': -2.5055707, ' 41': -2.6823733, ' 42': -2.6929934}
{' 44': -2.0791523, ' 43': -2.1542256, ' 45': -2.1900399, ' 46': -2.3496048, ' 47': -2.4555142}
{' 43': -1.8907771, ' 44': -2.0520556, ' 45': -2.3350587, ' 42': -2.4229264, ' 41': -2.6279836}
{' 45': -1.8227998, ' 47': -2.0523074, ' 44': -2.2009413, ' 43': -2.2148173, ' 46': -2.2482073}
{' 45': -2.0482075, ' 44': -2.2196898, ' 43': -2.3142772, ' 46': -2.4599278, ' 48': -2.5747597}
{' 44': -1.4884682, ' 48': -1.9086591, ' 46': -2.0156422, ' 45': -2.2094138, ' 42': -2.6048243}
{' 45': -2.076422, ' 43': -2.2443259, ' 44': -2.4291298, ' 42': -2.4724, ' 41': -2.6985571}
{' 50': -2.0544853, ' 48': -2.1466143, ' 51': -2.4711592, ' 49': -2.6514664, ' 53': -2.6584399}
{' 43': -2.161101, ' 45': -2.262821, ' 40': -2.5407722, ' 44': -2.5514152, ' 42': -2.5622995}
{' 48': -2.06387, ' 50': -2.193562, ' 45': -2.2878404, ' 46': -2.4220774, ' 47': -2.4226842}
{' 43': -2.1483045, ' 44': -2.3007405, ' 45': -2.4993355, ' 42': -2.5111775, ' 41': -2.5597804}
{' 44': -1.7441157, ' 45': -2.0632877, ' 43': -2.078922, ' 46': -2.2172334, ' 42': -2.478893}
{' 48': -2.5144062, ' 47': -2.565339, ' 51': -2.572029, ' 46': -2.6346207, ' 44': -2.6558466}
{' 45': -2.0420425, ' 43': -2.0662622, ' 44': -2.0662658, ' 48': -2.4520442, ' 46': -2.459277}
{' 43': -2.203923, ' 45': -2.3876019, ' 44': -2.4300125, ' 41': -2.7020595, ' 42': -2.7090204}
{' 48': -1.6543355, ' 44': -1.8648993, ' 45': -2.0400434, ' 50': -2.2955348, ' 46': -2.3727748}
{' 43': -2.0416563, ' 44': -2.3947752, ' 41': -2.4323957, ' 42': -2.4641597, ' 45': -2.6597936}
{' 48': -1.4994003, ' 44': -1.6508515, ' 46': -2.0536435, ' 45': -2.3817723, ' 42': -2.7349808}
{' 44': -1.9545977, ' 43': -2.379413, ' 45': -2.3939993, ' 48': -2.426489, ' 46': -2.4491293}
{' 51': -2.1553605, ' 47': -2.2408555, ' 49': -2.2781346, ' 45': -2.4136403, ' 48': -2.4298356}
{' 43': -2.294705, ' 45': -2.3874803, ' 44': -2.541659, ' 41': -2.759294, ' 47': -2.801903}
{' 45': -1.87415, ' 44': -1.9867504, ' 43': -2.0473049, ' 46': -2.2844627, ' 42': -2.5440986}
{' 43': -2.1073904, ' 44': -2.377411, ' 45': -2.418933, ' 41': -2.5196676, ' 42': -2.6491337}
{' 51': -2.3111644, ' 53': -2.3351111, ' 50': -2.4509196, ' 54': -2.5471463, ' 55': -2.565742}
{' 43': -2.211661, ' 44': -2.316673, ' 41': -2.610113, ' 42': -2.6406162, ' 45': -2.6544292}
{' 50': -2.2374759, ' 48': -2.2996802, ' 51': -2.4399297, ' 47': -2.4561296, ' 49': -2.4702976}
{' 44': -2.0598893, ' 45': -2.181418, ' 43': -2.222036, ' 42': -2.505116, ' 46': -2.533816}
{' 50': -2.019562, ' 48': -2.0588229, ' 45': -2.0683634, ' 49': -2.163641, ' 47': -2.255974}
{' 43': -2.1626954, ' 44': -2.4194932, ' 45': -2.4700959, ' 41': -2.5463176, ' 42': -2.565596}
{' 44': -1.7170987, ' 45': -1.8078008, ' 43': -2.0439343, ' 46': -2.3259702, ' 48': -2.3820786}
{' 43': -2.190052, ' 44': -2.411276, ' 45': -2.441821, ' 41': -2.642132, ' 42': -2.7012894}
{' 44': -1.7410408, ' 48': -1.7887266, ' 46': -1.8809868, ' 45': -2.19058, ' 47': -2.482454}
{' 43': -2.1649046, ' 44': -2.2663367, ' 45': -2.5214748, ' 42': -2.689579, ' 46': -2.7279007}
{' 48': -2.0018141, ' 45': -2.0982726, ' 47': -2.243792, ' 46': -2.3398077, ' 50': -2.4070687}
{' 51': -2.51371, ' 50': -2.633953, ' 48': -2.6895816, ' 53': -2.6982155, ' 54': -2.767397}
{' 44': -1.667588, ' 48': -1.8845849, ' 45': -2.059485, ' 42': -2.1890304, ' 46': -2.3152015}
{' 43': -2.0443547, ' 44': -2.1196473, ' 45': -2.454304, ' 42': -2.6225493, ' 41': -2.6329825}
{' 50': -1.8683276, ' 49': -2.025024, ' 45': -2.0522609, ' 48': -2.139749, ' 47': -2.244169}
{' 43': -2.4709384, ' 45': -2.4989574, ' 44': -2.5751503, ' 51': -2.6753268, ' 47': -2.6798465}
{' 45': -1.7733662, ' 47': -2.0862536, ' 43': -2.1018097, ' 44': -2.268512, ' 46': -2.3296807}
{' 48': -1.6985698, ' 44': -2.2700038, ' 50': -2.3433747, ' 56': -2.5741916, ' 52': -2.5814157}
{' 43': -1.7998043, ' 45': -1.938642, ' 44': -2.172031, ' 42': -2.3780916, ' 39': -2.580139}
{' 43': -2.0748065, ' 45': -2.3265307, ' 44': -2.3525028, ' 42': -2.6028738, ' 46': -2.7226202}
{' 48': -1.9027277, ' 45': -1.9634367, ' 44': -2.0368676, ' 43': -2.421019, ' 46': -2.4731147}
{' 44': -2.4903557, ' 45': -2.4937794, ' 48': -2.5335584, ' 46': -2.5899692, ' 43': -2.6344578}
{' 45': -1.9353447, ' 44': -1.9363707, ' 43': -1.9627398, ' 46': -2.4192352, ' 42': -2.434044}
{' 43': -2.0303617, ' 44': -2.2838626, ' 41': -2.4406257, ' 45': -2.4786437, ' 42': -2.5457292}
{' 48': -1.7896742, ' 45': -1.9331583, ' 44': -2.221084, ' 46': -2.4118857, ' 43': -2.5065112}
{' 43': -2.13986, ' 44': -2.218374, ' 45': -2.3195057, ' 46': -2.598647, ' 48': -2.6648617}
{' 48': -2.0311937, ' 50': -2.2237902, ' 47': -2.3048105, ' 49': -2.401927, ' 45': -2.468173}
{' 43': -2.053823, ' 45': -2.210959, ' 44': -2.5300508, ' 47': -2.5753329, ' 41': -2.729488}
{' 48': -2.0080495, ' 47': -2.1489587, ' 45': -2.2221532, ' 46': -2.2259622, ' 50': -2.236981}
{' 44': -2.1976142, ' 45': -2.279511, ' 43': -2.2945457, ' 46': -2.6275315, ' 42': -2.7268014}
{' 48': -2.1085458, ' 50': -2.1637423, ' 49': -2.4295657, ' 47': -2.4674802, ' 51': -2.4830346}
{' 48': -2.4046526, ' 44': -2.5104074, ' 50': -2.5965786, ' 45': -2.699825, ' 51': -2.7040205}
{' 44': -2.0180173, ' 45': -2.1302702, ' 48': -2.1652987, ' 46': -2.203766, ' 43': -2.2318518}
{' 44': -2.0851, ' 43': -2.3064, ' 45': -2.3394744, ' 46': -2.4025476, ' 48': -2.5309455}
{' 47': -2.0848591, ' 45': -2.09818, ' 48': -2.1581469, ' 49': -2.364461, ' 50': -2.401002}
{' 45': -2.2028286, ' 44': -2.3094523, ' 48': -2.4316838, ' 43': -2.452595, ' 46': -2.7248309}
{' 48': -1.7487011, ' 44': -1.7840253, ' 45': -2.09136, ' 46': -2.2292671, ' 50': -2.5612297}
{' 43': -2.1813447, ' 44': -2.2099643, ' 45': -2.2610319, ' 46': -2.5872102, ' 48': -2.63389}
{' 48': -2.122635, ' 50': -2.2127934, ' 46': -2.580782, ' 47': -2.6056347, ' 51': -2.6379776}
{' 43': -1.9200423, ' 41': -2.2417433, ' 44': -2.3649065, ' 42': -2.446115, ' 45': -2.5222342}
{' 53': -2.1225553, ' 51': -2.2745426, ' 55': -2.3249042, ' 54': -2.4499707, ' 50': -2.4926422}
{' 51': -2.4221232, ' 53': -2.439324, ' 55': -2.5547183, ' 54': -2.6536086, ' 50': -2.7262871}
{' 48': -2.2479928, ' 50': -2.2673504, ' 47': -2.3879464, ' 45': -2.395509, ' 49': -2.4339783}
{' 48': -2.2770665, ' 45': -2.3940814, ' 50': -2.48883, ' 44': -2.583319, ' 51': -2.5934203}
{' 48': -2.1233556, ' 50': -2.1533372, ' 51': -2.4515147, ' 49': -2.5154853, ' 47': -2.6021914}
{' 43': -2.2172532, ' 44': -2.5144498, ' 42': -2.5963295, ' 37': -2.60117, ' 41': -2.700583}
{' 48': -1.8575281, ' 45': -2.2263997, ' 50': -2.3247998, ' 44': -2.391891, ' 47': -2.4389813}
{' 37': -2.4210176, ' 33': -2.5443606, ' 39': -2.5956688, ' 43': -2.6422846, ' 41': -2.71795}
{' 45': -1.8486524, ' 44': -2.276236, ' 46': -2.3486047, ' 48': -2.3502622, ' 50': -2.4725025}
{' 48': -2.3859005, ' 50': -2.3974323, ' 51': -2.4313354, ' 45': -2.5093975, ' 49': -2.6484451}
{' 48': -1.8151485, ' 50': -2.3183491, ' 44': -2.3591568, ' 46': -2.4018586, ' 45': -2.5352232}
{' 43': -2.2511451, ' 44': -2.276779, ' 45': -2.357498, ' 46': -2.5754182, ' 42': -2.6482399}
{' 48': -2.043385, ' 45': -2.1674829, ' 47': -2.2232366, ' 46': -2.3301969, ' 44': -2.4898705}
{' 43': -2.240392, ' 45': -2.257602, ' 44': -2.308286, ' 46': -2.511835, ' 48': -2.5593398}
{' 51': -2.1962569, ' 50': -2.2673705, ' 49': -2.3729556, ' 53': -2.3817236, ' 48': -2.501461}
{' 43': -2.1654916, ' 44': -2.1667314, ' 45': -2.2954524, ' 46': -2.4965062, ' 42': -2.592276}
{' 48': -1.901705, ' 50': -2.0983832, ' 46': -2.4629385, ' 45': -2.4659693, ' 47': -2.473925}
{' 44': -2.27169, ' 43': -2.2820544, ' 45': -2.2863154, ' 46': -2.4902282, ' 48': -2.5106235}
{' 53': -2.166426, ' 50': -2.2781718, ' 51': -2.2849584, ' 54': -2.4417195, ' 55': -2.6067412}
{' 43': -2.2319536, ' 44': -2.4657536, ' 45': -2.5404043, ' 42': -2.5728464, ' 39': -2.715944}
{' 45': -2.1264026, ' 44': -2.1731212, ' 43': -2.219321, ' 46': -2.2992182, ' 48': -2.3891132}
{' 48': -2.468676, ' 45': -2.4729908, ' 51': -2.4922576, ' 47': -2.545589, ' 46': -2.6540523}
{' 45': -1.9860224, ' 44': -2.0663521, ' 48': -2.1157947, ' 46': -2.1546416, ' 47': -2.2900577}
{' 44': -2.1906269, ' 43': -2.2768762, ' 45': -2.295182, ' 46': -2.5773237, ' 48': -2.591768}
{' 48': -2.1060834, ' 47': -2.2381728, ' 50': -2.2520337, ' 45': -2.2703004, ' 49': -2.359074}
{' 44': -2.1641889, ' 43': -2.2576795, ' 45': -2.3955503, ' 46': -2.5652747, ' 48': -2.5907538}
{' 45': -2.2109225, ' 48': -2.2155821, ' 47': -2.221905, ' 43': -2.337515, ' 44': -2.3470273}
{' 51': -2.5749562, ' 48': -2.6907408, ' 53': -2.7222664, ' 50': -2.725349, ' 47': -2.7922864}
{' 50': -2.08962, ' 48': -2.1746004, ' 51': -2.4666953, ' 49': -2.5532224, ' 47': -2.5734823}
{' 51': -2.3853862, ' 53': -2.5210931, ' 50': -2.5514314, ' 47': -2.5671024, ' 45': -2.5741386}
{' 48': -0.5199494, ' 50': -2.618582, ' 54': -2.7650006, ' 52': -2.9880176, ' 56': -3.389435}
{' 45': -2.1169736, ' 48': -2.3265226, ' 43': -2.6211183, ' 44': -2.6617057, ' 51': -2.707157}
{' 48': -1.942819, ' 46': -2.220462, ' 50': -2.2668946, ' 45': -2.2948277, ' 44': -2.3484757}
{' 48': -2.2431922, ' 50': -2.4905622, ' 51': -2.5036657, ' 54': -2.6357229, ' 56': -2.6507747}
{' 48': -2.08964, ' 45': -2.1465702, ' 44': -2.3117316, ' 47': -2.3956587, ' 46': -2.3982203}
{' 45': -2.2740858, ' 48': -2.46358, ' 43': -2.4731538, ' 44': -2.5020626, ' 46': -2.5162227}
{' 44': -1.8821497, ' 46': -1.8993655, ' 48': -1.9160358, ' 45': -2.1799784, ' 47': -2.3593569}
{' 44': -2.2113297, ' 43': -2.2298594, ' 45': -2.3910086, ' 46': -2.5642033, ' 48': -2.582411}
{' 45': -2.0184982, ' 47': -2.1111667, ' 48': -2.1751316, ' 46': -2.335635, ' 44': -2.4625747}
{' 43': -1.9840102, ' 44': -2.2619119, ' 45': -2.35296, ' 42': -2.622355, ' 41': -2.6455586}
{' 50': -2.247784, ' 48': -2.3026927, ' 54': -2.4732935, ' 51': -2.515673, ' 53': -2.542826}
{' 51': -2.2046359, ' 55': -2.27306, ' 53': -2.3549922, ' 50': -2.4938834, ' 54': -2.767564}
{' 44': -2.0595675, ' 45': -2.1194296, ' 48': -2.155688, ' 46': -2.1744566, ' 43': -2.2707567}
{' 45': -2.3458624, ' 44': -2.426717, ' 43': -2.4280694, ' 48': -2.571998, ' 46': -2.6429217}
{' 44': -1.8683935, ' 45': -1.8727156, ' 48': -1.8807952, ' 46': -2.310662, ' 43': -2.4570737}
{' 43': -2.2528217, ' 44': -2.3654888, ' 45': -2.6215591, ' 42': -2.6891012, ' 41': -2.7189271}
{' 48': -2.102223, ' 47': -2.1953394, ' 45': -2.195435, ' 46': -2.362267, ' 49': -2.4925272}
{' 45': -2.141442, ' 44': -2.2195175, ' 43': -2.2614067, ' 46': -2.4157646, ' 47': -2.457093}
{' 48': -1.7888153, ' 45': -2.0682936, ' 50': -2.210063, ' 44': -2.3974369, ' 46': -2.416047}
{' 43': -1.705943, ' 44': -2.1507254, ' 45': -2.1652756, ' 42': -2.3914576, ' 41': -2.4729652}
{' 50': -2.1572359, ' 48': -2.3006265, ' 51': -2.3957517, ' 49': -2.4610116, ' 53': -2.4873273}
{' 43': -2.2569275, ' 44': -2.320545, ' 42': -2.5693548, ' 45': -2.6065834, ' 41': -2.610485}
{' 48': -0.9120874, ' 44': -2.0630598, ' 46': -2.8341455, ' 45': -2.9141693, ' 50': -2.914911}
{' 45': -2.2405102, ' 43': -2.2655473, ' 44': -2.3634884, ' 46': -2.596512, ' 48': -2.651524}
{' 50': -1.9613405, ' 51': -2.235974, ' 49': -2.2639816, ' 53': -2.4080606, ' 47': -2.4183166}
{' 43': -2.2800405, ' 45': -2.4280288, ' 44': -2.458062, ' 47': -2.702868, ' 48': -2.7332616}
{' 50': -2.1652994, ' 49': -2.1965096, ' 48': -2.3456812, ' 51': -2.4075346, ' 47': -2.4173803}
{' 43': -2.2634742, ' 44': -2.3088224, ' 45': -2.4118812, ' 42': -2.6573358, ' 46': -2.718146}
{' 48': -2.0427325, ' 54': -2.054438, ' 50': -2.0744421, ' 52': -2.227505, ' 53': -2.577202}
{' 51': -2.2907372, ' 53': -2.4260273, ' 50': -2.5207787, ' 48': -2.582551, ' 45': -2.6488094}
{' 45': -2.1832557, ' 48': -2.303842, ' 44': -2.3064208, ' 46': -2.3271406, ' 43': -2.3322997}
{' 43': -2.0803478, ' 45': -2.2675722, ' 44': -2.3388088, ' 42': -2.6246412, ' 46': -2.6267002}
{' 50': -2.2175853, ' 53': -2.3418415, ' 54': -2.3813064, ' 51': -2.4719493, ' 48': -2.5207317}
{' 48': -1.2247331, ' 56': -2.1468875, ' 50': -2.537254, ' 52': -2.5670867, ' 44': -2.6565511}
{' 48': -2.0651672, ' 45': -2.1327715, ' 44': -2.209834, ' 46': -2.239688, ' 47': -2.2606058}
{' 45': -2.1691935, ' 44': -2.3018312, ' 46': -2.3663466, ' 48': -2.4516435, ' 43': -2.5415947}
{' 50': -1.8733898, ' 48': -2.0959527, ' 49': -2.2365148, ' 51': -2.362045, ' 47': -2.4377706}
{' 43': -2.2639992, ' 41': -2.507768, ' 39': -2.5327961, ' 37': -2.5385268, ' 44': -2.572939}
{' 50': -2.2592027, ' 48': -2.353809, ' 53': -2.396341, ' 54': -2.471277, ' 51': -2.5371835}
{' 51': -2.409076, ' 50': -2.4840338, ' 48': -2.4869225, ' 45': -2.641661, ' 47': -2.6609757}
{' 48': -2.237615, ' 50': -2.2965713, ' 47': -2.5662758, ' 49': -2.6147513, ' 51': -2.6246638}
{' 48': -2.391603, ' 50': -2.4234664, ' 51': -2.6786819, ' 54': -2.678727, ' 52': -2.7726805}
{' 50': -2.04894, ' 53': -2.216661, ' 54': -2.338407, ' 51': -2.3537152, ' 55': -2.4047923}
{' 48': -1.8106632, ' 44': -2.2120094, ' 45': -2.2964573, ' 46': -2.4760933, ' 50': -2.7391167}
{' 48': -1.5406567, ' 44': -2.107784, ' 50': -2.367885, ' 46': -2.4326112, ' 45': -2.5018346}
{' 51': -2.5216346, ' 53': -2.6141534, ' 50': -2.743712, ' 48': -2.7513738, ' 55': -2.7873616}
{' 54': -2.039471, ' 50': -2.1543698, ' 53': -2.2471583, ' 55': -2.2604735, ' 51': -2.5311055}
{' 51': -2.5093765, ' 53': -2.6552534, ' 54': -2.6926346, ' 48': -2.736127, ' 50': -2.738964}
{' 57': -2.2331438, ' 56': -2.3114386, ' 54': -2.365756, ' 55': -2.4103374, ' 58': -2.5061054}
{' 43': -2.0657701, ' 45': -2.1436243, ' 44': -2.200118, ' 46': -2.5404968, ' 42': -2.6079092}
{' 48': -1.8740938, ' 50': -2.143232, ' 45': -2.1819036, ' 46': -2.3982694, ' 44': -2.4449708}
{' 43': -2.2540267, ' 41': -2.5535975, ' 37': -2.5547678, ' 44': -2.577363, ' 39': -2.5873415}
{' 48': -1.7094553, ' 50': -2.2600935, ' 47': -2.3933103, ' 49': -2.4356213, ' 45': -2.5002992}
{' 43': -2.191509, ' 41': -2.513563, ' 44': -2.5192268, ' 42': -2.5509014, ' 39': -2.5822055}
{' 45': -1.9601316, ' 47': -2.0678358, ' 46': -2.2444715, ' 48': -2.2671387, ' 44': -2.4983933}
{' 51': -2.6017506, ' 45': -2.6305058, ' 50': -2.6392777, ' 48': -2.6517594, ' 53': -2.7439644}
{' 54': -2.1897807, ' 53': -2.2417023, ' 50': -2.3827317, ' 51': -2.3861785, ' 48': -2.5299277}
{' 43': -1.961346, ' 44': -2.0489907, ' 45': -2.130465, ' 42': -2.4681907, ' 41': -2.4805188}
{' 48': -1.8599752, ' 50': -2.0619159, ' 45': -2.267013, ' 49': -2.4690433, ' 47': -2.4986548}
{' 51': -2.4283438, ' 50': -2.465868, ' 48': -2.4824953, ' 46': -2.6632853, ' 45': -2.6663113}
{' 48': -2.0404904, ' 50': -2.3422637, ' 45': -2.465296, ' 47': -2.4830737, ' 46': -2.524072}
