{' 28': -2.1365736, ' 24': -2.2248552, ' 25': -2.3435724, ' 33': -2.6462429, ' 30': -2.6577365}
{' 33': -2.018447, ' 36': -2.4758139, ' 37': -2.512947, ' 34': -2.5689173, ' 40': -2.7524166}
{' 36': -2.351346, ' 40': -2.451374, ' 33': -2.4677286, ' 37': -2.533563, ' 34': -2.6645756}
{' 40': -2.258226, ' 39': -2.5507205, ' 37': -2.5772765, ' 43': -2.6552947, ' 38': -2.6602693}
{' 33': -1.9749923, ' 34': -2.481955, ' 36': -2.4984536, ' 32': -2.6520562, ' 37': -2.6871924}
{' 37': -2.3159354, ' 33': -2.3191082, ' 40': -2.465896, ' 39': -2.4801228, ' 36': -2.5604787}
{' 33': -2.1893735, ' 37': -2.5667322, ' 34': -2.589933, ' 36': -2.680846, ' 40': -2.7253263}
{' 33': -2.10341, ' 34': -2.5118573, ' 37': -2.5136225, ' 36': -2.6085587, ' 39': -2.779134}
{' 40': -2.4345317, ' 36': -2.4556031, ' 33': -2.5613697, ' 34': -2.606013, ' 37': -2.785565}
{' 33': -1.8357943, ' 34': -2.278818, ' 37': -2.286681, ' 32': -2.6054857, ' 36': -2.632434}
{' 40': -2.4081476, ' 37': -2.5999036, ' 39': -2.682693, ' 43': -2.703603, ' 42': -2.7271717}
{' 37': -2.4442525, ' 34': -2.5799613, ' 39': -2.6106381, ' 33': -2.63139, ' 36': -2.639996}
{' 36': -2.0534487, ' 33': -2.2734473, ' 34': -2.4930012, ' 32': -2.586714, ' 40': -2.5938625}
{' 36': -2.3418007, ' 34': -2.457633, ' 40': -2.487627, ' 33': -2.539587, ' 32': -2.7110567}
{' 42': -2.482112, ' 40': -2.5158622, ' 45': -2.5753677, ' 44': -2.5834618, ' 48': -2.677428}
{' 33': -2.0681705, ' 36': -2.3912754, ' 37': -2.4535084, ' 34': -2.5113564, ' 39': -2.6553993}
{' 33': -2.0325267, ' 32': -2.3953216, ' 34': -2.4409518, ' 36': -2.5079248, ' 37': -2.651692}
{' 40': -2.5182898, ' 42': -2.612325, ' 45': -2.6872902, ' 39': -2.7389736, ' 43': -2.7624362}
{' 33': -2.0723403, ' 34': -2.4317849, ' 36': -2.5269482, ' 32': -2.55246, ' 37': -2.5794823}
{' 33': -2.04124, ' 34': -2.2917197, ' 36': -2.392485, ' 32': -2.500435, ' 37': -2.6329682}
{' 40': -2.3498728, ' 33': -2.4713633, ' 36': -2.5658934, ' 37': -2.6273482, ' 39': -2.7565577}
{' 40': -2.4479442, ' 43': -2.6195626, ' 39': -2.6272073, ' 42': -2.692475, ' 44': -2.694551}
{' 33': -2.346975, ' 40': -2.4289682, ' 36': -2.5882201, ' 37': -2.5993838, ' 34': -2.6207893}
{' 45': -2.587298, ' 40': -2.5947356, ' 39': -2.6824098, ' 37': -2.7905822, ' 42': -2.7936473}
{' 33': -2.1488876, ' 34': -2.500513, ' 36': -2.5162957, ' 37': -2.646595, ' 32': -2.6812782}
{' 33': -2.1233377, ' 36': -2.3019943, ' 34': -2.385544, ' 37': -2.4810936, ' 40': -2.6900454}
{' 33': -2.249517, ' 40': -2.4938111, ' 34': -2.49779, ' 36': -2.5050483, ' 37': -2.632172}
{' 36': -2.471352, ' 40': -2.4973807, ' 33': -2.505776, ' 34': -2.5917974, ' 37': -2.7682204}
{' 33': -2.039773, ' 37': -2.444687, ' 34': -2.5148697, ' 36': -2.5637312, ' 40': -2.7213643}
{' 33': -2.1434011, ' 34': -2.4024603, ' 36': -2.575922, ' 32': -2.6274529, ' 37': -2.674819}
{' 33': -2.3087769, ' 36': -2.4311845, ' 34': -2.5288494, ' 32': -2.6662102, ' 40': -2.6950502}
{' 40': -2.231034, ' 33': -2.3749206, ' 36': -2.5710685, ' 34': -2.7451386, ' 37': -2.8030107}
{' 40': -2.3453932, ' 36': -2.5962207, ' 33': -2.6962109, ' 34': -2.7138643, ' 37': -2.82238}
{' 40': -2.4401774, ' 43': -2.4972472, ' 45': -2.5057178, ' 39': -2.6406646, ' 44': -2.7499652}
{' 40': -2.4431274, ' 33': -2.4657629, ' 37': -2.5436685, ' 36': -2.5809133, ' 39': -2.619252}
{' 36': -2.4790893, ' 40': -2.4936042, ' 38': -2.60599, ' 34': -2.6848044, ' 37': -2.6972518}
{' 40': -2.3559282, ' 33': -2.6091545, ' 39': -2.6181085, ' 37': -2.7681453, ' 38': -2.7940278}
{' 33': -2.052232, ' 34': -2.3694127, ' 36': -2.4926102, ' 37': -2.5547335, ' 32': -2.740966}
{' 33': -1.9755667, ' 32': -2.2535715, ' 34': -2.3751707, ' 30': -2.742735, ' 36': -2.770751}
{' 33': -2.1166687, ' 34': -2.2848513, ' 37': -2.3301718, ' 36': -2.417374, ' 38': -2.6312916}
{' 40': -2.3566577, ' 37': -2.3655095, ' 36': -2.5488727, ' 39': -2.5563483, ' 33': -2.5698955}
{' 40': -2.4119148, ' 36': -2.5062945, ' 37': -2.5976574, ' 38': -2.6202471, ' 34': -2.629798}
{' 40': -2.6521585, ' 43': -2.7354066, ' 45': -2.7521172, ' 39': -2.8710926, ' 42': -2.8815897}
{' 36': -2.0755415, ' 33': -2.1274042, ' 34': -2.1640978, ' 32': -2.430975, ' 37': -2.7033052}
{' 40': -2.5073678, ' 33': -2.5961654, ' 37': -2.6885555, ' 39': -2.7764366, ' 44': -2.81268}
{' 36': -2.6118045, ' 39': -2.6261792, ' 40': -2.628593, ' 33': -2.6968226, ' 37': -2.7533479}
{' 36': -2.2400386, ' 33': -2.2683017, ' 34': -2.4685028, ' 32': -2.6137311, ' 40': -2.683915}
{' 33': -2.3131192, ' 34': -2.32597, ' 36': -2.4520981, ' 37': -2.5175958, ' 40': -2.6149638}
{' 33': -2.0892835, ' 34': -2.4717937, ' 37': -2.6058908, ' 36': -2.6542048, ' 40': -2.6573071}
{' 45': -2.4897974, ' 40': -2.5224762, ' 43': -2.5341508, ' 39': -2.6282566, ' 44': -2.6710765}
{' 33': -2.1244478, ' 36': -2.4497042, ' 34': -2.4726381, ' 40': -2.5215056, ' 37': -2.6186914}
{' 43': -2.403069, ' 40': -2.417135, ' 39': -2.5085418, ' 37': -2.5602012, ' 45': -2.6421402}
{' 40': -2.1926086, ' 36': -2.5896642, ' 39': -2.6883638, ' 37': -2.728237, ' 33': -2.7336354}
{' 33': -2.1901855, ' 36': -2.2516384, ' 34': -2.5396223, ' 32': -2.6456614, ' 37': -2.6633456}
{' 40': -2.2725954, ' 36': -2.388502, ' 33': -2.5465858, ' 38': -2.6016862, ' 34': -2.6765888}
{' 40': -2.601175, ' 36': -2.6258383, ' 45': -2.7225635, ' 37': -2.7601929, ' 39': -2.7750146}
{' 33': -2.044445, ' 36': -2.4791155, ' 34': -2.479165, ' 37': -2.4813461, ' 39': -2.70757}
{' 33': -2.2299309, ' 32': -2.2879019, ' 36': -2.3723927, ' 34': -2.3838196, ' 40': -2.6472118}
{' 33': -2.3746862, ' 36': -2.4743092, ' 37': -2.480011, ' 40': -2.5547771, ' 39': -2.6753654}
{' 40': -2.319509, ' 43': -2.585385, ' 44': -2.5996747, ' 45': -2.7138002, ' 39': -2.7184443}
{' 40': -2.3637016, ' 36': -2.6336982, ' 43': -2.6962593, ' 33': -2.697973, ' 39': -2.7460687}
{' 40': -2.6123717, ' 33': -2.7186263, ' 39': -2.7549412, ' 37': -2.759161, ' 43': -2.781228}
{' 36': -2.2477913, ' 33': -2.2574663, ' 37': -2.3885212, ' 40': -2.448409, ' 34': -2.5286636}
{' 33': -2.2394, ' 36': -2.3725398, ' 40': -2.4895737, ' 34': -2.5018609, ' 37': -2.6159747}
{' 45': -2.3405116, ' 40': -2.344147, ' 43': -2.4395373, ' 44': -2.589884, ' 42': -2.7702038}
{' 33': -2.2663739, ' 36': -2.4501545, ' 34': -2.5263484, ' 40': -2.5876, ' 37': -2.7569926}
{' 33': -2.4179444, ' 40': -2.5091398, ' 36': -2.5727222, ' 37': -2.7630851, ' 34': -2.7754655}
{' 45': -2.2834394, ' 40': -2.4463413, ' 43': -2.5322492, ' 44': -2.6553571, ' 42': -2.8301203}
{' 40': -2.523764, ' 33': -2.5271676, ' 36': -2.7444324, ' 43': -2.8144724, ' 39': -2.854873}
{' 43': -2.4366198, ' 42': -2.505148, ' 45': -2.5183878, ' 44': -2.6280308, ' 39': -2.6994905}
{' 40': -2.3290982, ' 36': -2.6026225, ' 33': -2.7146583, ' 39': -2.737164, ' 45': -2.7666717}
{' 45': -2.4049852, ' 43': -2.4680364, ' 40': -2.515168, ' 44': -2.5436, ' 42': -2.7545784}
{' 40': -2.3709638, ' 33': -2.402973, ' 36': -2.6771438, ' 34': -2.6966293, ' 39': -2.697602}
{' 33': -1.9883907, ' 34': -2.4154918, ' 37': -2.5126226, ' 32': -2.5586374, ' 36': -2.602331}
{' 33': -2.0551653, ' 34': -2.3871937, ' 36': -2.4880555, ' 32': -2.527117, ' 37': -2.8156223}
{' 37': -2.4630163, ' 33': -2.5241752, ' 39': -2.5826507, ' 36': -2.6295133, ' 40': -2.713801}
{' 40': -2.3457747, ' 36': -2.4381475, ' 33': -2.465916, ' 37': -2.5921402, ' 39': -2.6791327}
{' 40': -2.4159443, ' 37': -2.5371172, ' 36': -2.6134646, ' 39': -2.7277625, ' 38': -2.7658262}
{' 33': -2.4453816, ' 40': -2.4973092, ' 39': -2.604257, ' 36': -2.623507, ' 37': -2.6294866}
{' 40': -2.2923617, ' 45': -2.4092228, ' 43': -2.4761727, ' 44': -2.6508849, ' 39': -2.6919405}
{' 33': -1.8726143, ' 34': -2.3778968, ' 36': -2.429913, ' 32': -2.5345511, ' 37': -2.615045}
{' 33': -2.5158954, ' 36': -2.5572686, ' 40': -2.574407, ' 34': -2.5889964, ' 39': -2.6087956}
{' 33': -2.1555772, ' 34': -2.3696854, ' 36': -2.4643548, ' 40': -2.5551496, ' 37': -2.5624392}
{' 40': -2.586454, ' 44': -2.6830964, ' 43': -2.6855607, ' 39': -2.6859765, ' 45': -2.7534432}
{' 33': -1.9429085, ' 36': -2.3647397, ' 34': -2.4202023, ' 32': -2.4729397, ' 37': -2.7033331}
{' 40': -2.4188862, ' 44': -2.5846815, ' 45': -2.5970345, ' 43': -2.6020174, ' 39': -2.7084818}
{' 40': -2.192433, ' 36': -2.678004, ' 45': -2.693607, ' 42': -2.7352817, ' 44': -2.7516172}
{' 40': -2.4073699, ' 39': -2.5049202, ' 43': -2.5383503, ' 45': -2.5798464, ' 42': -2.626796}
{' 40': -2.319391, ' 33': -2.656678, ' 37': -2.6619098, ' 36': -2.803437, ' 45': -2.8098018}
{' 33': -2.18655, ' 40': -2.5420403, ' 37': -2.6705015, ' 36': -2.6729207, ' 34': -2.684755}
{' 40': -2.3364525, ' 45': -2.4297287, ' 43': -2.475672, ' 44': -2.4994805, ' 42': -2.5630963}
{' 36': -2.1691582, ' 38': -2.4988282, ' 40': -2.546577, ' 33': -2.5860295, ' 37': -2.6244283}
{' 40': -2.385663, ' 45': -2.5914986, ' 44': -2.7318852, ' 43': -2.7448273, ' 42': -2.7838452}
{' 40': -2.2765386, ' 36': -2.4112298, ' 34': -2.675329, ' 33': -2.738654, ' 38': -2.8107593}
{' 33': -2.2404864, ' 40': -2.4323473, ' 36': -2.5275643, ' 37': -2.5936966, ' 34': -2.6077473}
{' 40': -2.4674857, ' 33': -2.6026642, ' 36': -2.6376572, ' 39': -2.6431656, ' 37': -2.7244453}
{' 45': -2.3629277, ' 40': -2.4076283, ' 43': -2.4884045, ' 37': -2.707784, ' 39': -2.7104638}
{' 40': -2.3231716, ' 37': -2.6272194, ' 39': -2.6448615, ' 43': -2.6980212, ' 38': -2.7120602}
{' 33': -2.3202333, ' 40': -2.483776, ' 37': -2.5550537, ' 39': -2.6077929, ' 36': -2.7189558}
{' 40': -2.3922458, ' 45': -2.4391294, ' 43': -2.6742616, ' 42': -2.7057023, ' 36': -2.7241578}
{' 33': -2.129051, ' 37': -2.4323375, ' 36': -2.4703186, ' 34': -2.521156, ' 40': -2.64342}
{' 33': -2.2998207, ' 37': -2.4175882, ' 36': -2.4311905, ' 40': -2.56711, ' 38': -2.621523}
{' 37': -2.671314, ' 33': -2.6849995, ' 40': -2.6884422, ' 39': -2.77067, ' 43': -2.7975874}
{' 45': -2.5793698, ' 43': -2.592657, ' 44': -2.6915817, ' 40': -2.7175837, ' 42': -2.7770014}
{' 40': -2.5258865, ' 36': -2.5441885, ' 33': -2.6583831, ' 34': -2.7195024, ' 37': -2.8652582}
{' 45': -2.568797, ' 43': -2.5778294, ' 39': -2.6198385, ' 40': -2.6558542, ' 37': -2.6883135}
{' 33': -2.1649675, ' 34': -2.5164928, ' 36': -2.5238285, ' 37': -2.5303137, ' 40': -2.6285658}
{' 40': -2.3904023, ' 37': -2.6626048, ' 44': -2.689076, ' 42': -2.711124, ' 36': -2.7226574}
{' 40': -2.2669258, ' 45': -2.4860785, ' 44': -2.5457184, ' 43': -2.5829709, ' 42': -2.7628367}
{' 45': -2.4115236, ' 40': -2.436491, ' 42': -2.59712, ' 44': -2.5992591, ' 43': -2.6482446}
{' 33': -2.6019163, ' 37': -2.617095, ' 40': -2.6489058, ' 36': -2.6840572, ' 39': -2.7359905}
{' 45': -2.5067108, ' 40': -2.536721, ' 43': -2.5565717, ' 44': -2.6362581, ' 42': -2.7844884}
{' 37': -2.5829837, ' 39': -2.615237, ' 33': -2.6506155, ' 40': -2.65542, ' 43': -2.721545}
{' 40': -2.3913743, ' 43': -2.6424654, ' 37': -2.6781194, ' 45': -2.6888454, ' 36': -2.726438}
{' 40': -2.5602922, ' 33': -2.635113, ' 45': -2.7117043, ' 37': -2.7437992, ' 43': -2.7468414}
{' 45': -2.4645042, ' 40': -2.499644, ' 42': -2.5103998, ' 43': -2.593356, ' 44': -2.6888216}
{' 40': -2.1921725, ' 39': -2.700441, ' 43': -2.7143626, ' 45': -2.7173219, ' 37': -2.759088}
{' 33': -2.3330467, ' 36': -2.4052093, ' 40': -2.4840202, ' 34': -2.5937278, ' 32': -2.7259414}
{' 33': -2.3790643, ' 40': -2.438894, ' 36': -2.490753, ' 37': -2.5829296, ' 34': -2.6505811}
{' 40': -2.348841, ' 45': -2.5617402, ' 43': -2.65994, ' 44': -2.6779816, ' 42': -2.7094223}
{' 33': -1.9815655, ' 34': -2.390173, ' 36': -2.436513, ' 32': -2.459905, ' 37': -2.7891595}
{' 33': -2.331863, ' 36': -2.3879173, ' 40': -2.5182178, ' 34': -2.6112163, ' 37': -2.7511883}
{' 33': -2.344921, ' 36': -2.3555412, ' 40': -2.4074373, ' 37': -2.5510375, ' 34': -2.5766068}
{' 33': -2.3142164, ' 36': -2.3811529, ' 34': -2.412937, ' 37': -2.4956148, ' 39': -2.6563957}
{' 36': -2.2745693, ' 40': -2.442902, ' 33': -2.4577549, ' 34': -2.6776664, ' 39': -2.7534854}
{' 40': -2.5625827, ' 39': -2.5689917, ' 37': -2.6115227, ' 33': -2.691388, ' 36': -2.755475}
{' 33': -2.0457585, ' 36': -2.3894198, ' 40': -2.4053557, ' 34': -2.4192328, ' 37': -2.517647}
{' 40': -2.3527455, ' 36': -2.4704185, ' 37': -2.5709033, ' 33': -2.682646, ' 39': -2.7158732}
{' 33': -2.2611978, ' 32': -2.3769116, ' 36': -2.4452786, ' 34': -2.5054424, ' 30': -2.7664447}
{' 45': -2.3899944, ' 43': -2.629463, ' 40': -2.7086408, ' 44': -2.7619464, ' 39': -2.766243}
{' 40': -2.2285514, ' 36': -2.5791507, ' 33': -2.8159318, ' 42': -2.8565125, ' 39': -2.8585513}
{' 48': -2.4028924, ' 44': -2.549205, ' 45': -2.6412988, ' 42': -2.7057936, ' 43': -2.774215}
{' 33': -2.169835, ' 32': -2.175374, ' 34': -2.3296576, ' 36': -2.4321308, ' 40': -2.7300625}
{' 40': -2.5563385, ' 36': -2.6602688, ' 45': -2.7260096, ' 37': -2.7387297, ' 39': -2.8369725}
{' 40': -2.489731, ' 36': -2.690241, ' 33': -2.712189, ' 39': -2.786816, ' 37': -2.8672428}
{' 40': -2.3731658, ' 36': -2.604673, ' 39': -2.670793, ' 45': -2.7273412, ' 38': -2.7361865}
{' 40': -2.5683854, ' 43': -2.7065852, ' 45': -2.7111266, ' 44': -2.7151012, ' 39': -2.8414414}
{' 37': -2.5446165, ' 33': -2.6271338, ' 40': -2.6334968, ' 39': -2.8049722, ' 43': -2.8181567}
{' 40': -2.2165387, ' 45': -2.414285, ' 44': -2.463328, ' 43': -2.7606127, ' 42': -2.8464768}
{' 45': -2.5418346, ' 43': -2.6458015, ' 40': -2.646473, ' 39': -2.6673594, ' 44': -2.76756}
{' 40': -2.3628078, ' 39': -2.678206, ' 33': -2.7075067, ' 37': -2.7527854, ' 36': -2.7653496}
{' 40': -2.3486295, ' 45': -2.4714055, ' 42': -2.7067847, ' 43': -2.7502792, ' 44': -2.760757}
{' 40': -2.2441006, ' 45': -2.5641785, ' 43': -2.683061, ' 39': -2.7554028, ' 44': -2.7560427}
{' 40': -2.4706752, ' 42': -2.6545408, ' 39': -2.7603464, ' 44': -2.809942, ' 43': -2.824235}
{' 40': -2.3599315, ' 45': -2.5941403, ' 43': -2.6323533, ' 39': -2.6999164, ' 44': -2.8326964}
{' 33': -2.3718097, ' 34': -2.4584844, ' 32': -2.4712312, ' 36': -2.5310476, ' 40': -2.9237993}
{' 40': -2.3063152, ' 45': -2.6792707, ' 43': -2.697073, ' 37': -2.7259512, ' 44': -2.7462158}
{' 40': -2.592423, ' 45': -2.7321808, ' 43': -2.738193, ' 39': -2.7522817, ' 42': -2.8259711}
{' 33': -1.7952014, ' 36': -2.343028, ' 32': -2.384879, ' 34': -2.4353476, ' 30': -2.5741987}
{' 45': -2.414745, ' 43': -2.6239278, ' 40': -2.6786268, ' 44': -2.704599, ' 48': -2.7826438}
{' 40': -2.139883, ' 36': -2.5768404, ' 33': -2.6141455, ' 37': -2.6353934, ' 45': -2.776331}
{' 40': -2.4104838, ' 45': -2.6360805, ' 42': -2.7208056, ' 36': -2.749009, ' 44': -2.749581}
{' 40': -2.3391702, ' 44': -2.661385, ' 37': -2.6642234, ' 43': -2.7194717, ' 39': -2.7548652}
{' 40': -2.5075502, ' 39': -2.6717892, ' 42': -2.6724987, ' 36': -2.681798, ' 45': -2.7104132}
{' 40': -2.4366326, ' 33': -2.4772344, ' 36': -2.718906, ' 34': -2.7863104, ' 32': -2.8062727}
{' 40': -2.3355532, ' 37': -2.6406624, ' 33': -2.6473284, ' 45': -2.7808812, ' 39': -2.7857132}
{' 40': -2.4391289, ' 33': -2.5243912, ' 36': -2.5972376, ' 34': -2.7217913, ' 37': -2.7724476}
{' 45': -2.4143426, ' 42': -2.5555942, ' 43': -2.583925, ' 40': -2.6135414, ' 44': -2.6424892}
{' 40': -1.9626191, ' 45': -2.7506468, ' 44': -2.77341, ' 43': -2.8519611, ' 36': -2.9312603}
{' 33': -2.4784794, ' 40': -2.5463908, ' 37': -2.6813908, ' 39': -2.734974, ' 34': -2.7716637}
{' 40': -2.2047842, ' 33': -2.493864, ' 36': -2.5761163, ' 37': -2.6115854, ' 39': -2.643009}
{' 33': -2.2908573, ' 36': -2.4083369, ' 37': -2.597459, ' 34': -2.6204386, ' 39': -2.6738033}
{' 40': -2.3361318, ' 36': -2.6075084, ' 33': -2.6122894, ' 37': -2.649539, ' 38': -2.8280058}
{' 43': -2.6097896, ' 40': -2.6199043, ' 39': -2.6281488, ' 37': -2.6391296, ' 42': -2.7176692}
{' 40': -2.4275608, ' 45': -2.653263, ' 44': -2.685628, ' 43': -2.71694, ' 36': -2.7677786}
{' 40': -2.4773846, ' 36': -2.5866854, ' 39': -2.6039104, ' 45': -2.7480145, ' 37': -2.769253}
{' 40': -2.4910257, ' 44': -2.6901853, ' 43': -2.7185152, ' 45': -2.7392213, ' 42': -2.7990453}
{' 36': -2.279861, ' 40': -2.3188207, ' 33': -2.7059274, ' 34': -2.7562454, ' 38': -2.8818622}
{' 33': -2.0314548, ' 36': -2.4665163, ' 34': -2.5049255, ' 40': -2.621699, ' 37': -2.631457}
{' 45': -2.4771385, ' 43': -2.4891834, ' 44': -2.5581753, ' 40': -2.5973647, ' 42': -2.6012268}
{' 40': -2.3040645, ' 44': -2.617256, ' 45': -2.635245, ' 42': -2.7542617, ' 43': -2.7707193}
{' 40': -2.4880784, ' 39': -2.5335457, ' 43': -2.6917276, ' 37': -2.7048998, ' 45': -2.7145379}
{' 43': -2.6256351, ' 40': -2.6336374, ' 44': -2.7226028, ' 45': -2.843502, ' 39': -2.9171104}
{' 45': -2.1903746, ' 44': -2.4999678, ' 50': -2.527302, ' 43': -2.536972, ' 48': -2.6393092}
{' 40': -2.2454562, ' 33': -2.632568, ' 36': -2.6813738, ' 39': -2.6971753, ' 37': -2.7037308}
{' 40': -2.5549095, ' 45': -2.5908027, ' 44': -2.613953, ' 42': -2.61661, ' 43': -2.6802576}
{' 40': -2.233923, ' 44': -2.630951, ' 43': -2.6830835, ' 45': -2.7366161, ' 42': -2.8242807}
{' 40': -2.295138, ' 36': -2.361772, ' 33': -2.3762262, ' 34': -2.497359, ' 38': -2.613647}
{' 33': -1.9254628, ' 32': -2.3920088, ' 34': -2.4053648, ' 36': -2.5469742, ' 30': -2.6877098}
{' 43': -2.4306345, ' 40': -2.488425, ' 45': -2.519717, ' 44': -2.520314, ' 42': -2.615856}
{' 40': -2.3617215, ' 33': -2.45268, ' 37': -2.6491992, ' 36': -2.6798863, ' 39': -2.7792487}
{' 45': -2.318958, ' 40': -2.361552, ' 43': -2.4217415, ' 44': -2.453765, ' 42': -2.6922636}
{' 40': -2.2174947, ' 44': -2.5238245, ' 42': -2.5810452, ' 45': -2.5989637, ' 48': -2.7526102}
{' 44': -2.442256, ' 40': -2.477908, ' 42': -2.5925531, ' 45': -2.6011705, ' 43': -2.682208}
{' 40': -2.282493, ' 33': -2.5067258, ' 37': -2.5844846, ' 39': -2.7443156, ' 36': -2.7532127}
{' 40': -2.19695, ' 33': -2.4634914, ' 36': -2.4942026, ' 37': -2.700529, ' 34': -2.7607288}
{' 33': -2.194236, ' 40': -2.4625456, ' 36': -2.5471156, ' 34': -2.5652192, ' 37': -2.6257825}
{' 40': -2.4209542, ' 45': -2.5966372, ' 44': -2.6892514, ' 42': -2.7204804, ' 48': -2.7369723}
{' 45': -2.2562826, ' 40': -2.4192855, ' 43': -2.4242187, ' 44': -2.5030181, ' 42': -2.8128316}
{' 40': -2.2989218, ' 43': -2.6611426, ' 45': -2.6779997, ' 42': -2.7219152, ' 39': -2.7541144}
{' 33': -2.519671, ' 40': -2.5498033, ' 36': -2.6390252, ' 37': -2.7163587, ' 34': -2.7279}
{' 45': -2.294532, ' 43': -2.4962876, ' 42': -2.5213177, ' 40': -2.5741713, ' 44': -2.6479695}
{' 33': -2.393359, ' 40': -2.508561, ' 37': -2.6008213, ' 36': -2.6017597, ' 34': -2.6620004}
{' 40': -2.4649634, ' 42': -2.502873, ' 43': -2.598887, ' 44': -2.6817794, ' 45': -2.7124782}
{' 40': -2.4691553, ' 44': -2.6449156, ' 43': -2.6614401, ' 45': -2.7657185, ' 42': -2.772705}
{' 45': -2.4397454, ' 43': -2.666573, ' 48': -2.6868222, ' 44': -2.6962695, ' 50': -2.7526984}
{' 33': -2.2090979, ' 40': -2.3167508, ' 36': -2.4793072, ' 37': -2.6487439, ' 38': -2.6884966}
{' 40': -2.428788, ' 45': -2.5712795, ' 39': -2.6335542, ' 43': -2.7037437, ' 44': -2.740318}
{' 40': -2.4718802, ' 43': -2.638344, ' 44': -2.6606724, ' 45': -2.679559, ' 39': -2.7766802}
{' 40': -2.5132937, ' 42': -2.5659175, ' 44': -2.6139388, ' 45': -2.7869363, ' 43': -2.811625}
{' 40': -2.2144682, ' 45': -2.7330582, ' 44': -2.799579, ' 42': -2.8521388, ' 43': -2.8604481}
{' 40': -2.4682667, ' 43': -2.569114, ' 45': -2.5736437, ' 44': -2.5776236, ' 42': -2.6293385}
{' 40': -2.4406948, ' 45': -2.4421873, ' 50': -2.482953, ' 48': -2.7119408, ' 44': -2.7880402}
{' 40': -2.2209506, ' 36': -2.3607059, ' 42': -2.6941555, ' 45': -2.7367969, ' 38': -2.8003647}
{' 40': -2.1593857, ' 44': -2.6498013, ' 45': -2.6753883, ' 36': -2.7121382, ' 42': -2.7466564}
{' 40': -2.4918761, ' 39': -2.5733135, ' 37': -2.5950913, ' 33': -2.6079748, ' 38': -2.6654718}
{' 40': -2.428379, ' 45': -2.6512468, ' 43': -2.6640558, ' 44': -2.8171403, ' 39': -2.858031}
{' 45': -2.560584, ' 40': -2.5976562, ' 43': -2.6565065, ' 44': -2.6833897, ' 42': -2.6999893}
{' 40': -2.188531, ' 45': -2.3612413, ' 50': -2.450289, ' 44': -2.7744617, ' 43': -2.7907155}
{' 40': -2.6133344, ' 44': -2.6362934, ' 45': -2.6504104, ' 42': -2.6536815, ' 48': -2.7038724}
{' 45': -2.1087754, ' 40': -2.1206, ' 44': -2.4439032, ' 50': -2.482032, ' 48': -2.57315}
{' 45': -2.1640277, ' 43': -2.3563275, ' 44': -2.5483031, ' 40': -2.627256, ' 42': -2.7154384}
{' 40': -2.322233, ' 45': -2.5047588, ' 44': -2.5980012, ' 43': -2.6647062, ' 50': -2.804569}
{' 40': -2.4571757, ' 44': -2.5732446, ' 45': -2.5762887, ' 42': -2.6862884, ' 43': -2.7961123}
{' 45': -2.3497245, ' 43': -2.4659088, ' 40': -2.5939634, ' 44': -2.7760284, ' 48': -2.82585}
{' 45': -2.2332747, ' 50': -2.4412997, ' 48': -2.4841206, ' 43': -2.6699812, ' 44': -2.6806242}
{' 40': -2.4060378, ' 39': -2.5721848, ' 43': -2.642111, ' 45': -2.6819203, ' 44': -2.691094}
{' 45': -2.2712662, ' 43': -2.425295, ' 44': -2.5342057, ' 40': -2.6260436, ' 42': -2.6309607}
{' 45': -2.4018383, ' 43': -2.4212637, ' 44': -2.498125, ' 40': -2.6128454, ' 48': -2.7725801}
{' 40': -2.2465177, ' 36': -2.652034, ' 33': -2.7586014, ' 37': -2.7992194, ' 38': -2.8246222}
{' 45': -2.3728538, ' 50': -2.5990758, ' 44': -2.6584268, ' 48': -2.7426486, ' 43': -2.766213}
{' 40': -2.3763616, ' 45': -2.439217, ' 48': -2.6869264, ' 44': -2.7410731, ' 43': -2.7477748}
{' 40': -2.4668076, ' 45': -2.7403758, ' 43': -2.7788765, ' 44': -2.8167005, ' 39': -2.8775723}
{' 40': -2.523791, ' 45': -2.5368059, ' 43': -2.6022317, ' 37': -2.6325738, ' 39': -2.7257888}
{' 45': -2.434604, ' 40': -2.55244, ' 48': -2.686332, ' 44': -2.7293684, ' 50': -2.7451918}
{' 45': -2.3788042, ' 42': -2.4391606, ' 40': -2.4565468, ' 43': -2.4906588, ' 44': -2.5650997}
{' 40': -2.0922568, ' 45': -2.5103526, ' 44': -2.6489434, ' 43': -2.7592642, ' 42': -2.8887236}
{' 40': -2.4169462, ' 44': -2.4823854, ' 45': -2.5809448, ' 48': -2.584748, ' 42': -2.6597364}
{' 40': -2.0121799, ' 45': -2.44517, ' 44': -2.570483, ' 50': -2.688952, ' 48': -2.8743663}
{' 40': -2.4309695, ' 45': -2.4443161, ' 48': -2.599375, ' 44': -2.6185505, ' 42': -2.6906579}
{' 40': -2.1091173, ' 36': -2.518481, ' 45': -2.593663, ' 42': -2.7597387, ' 43': -2.834316}
{' 40': -2.3684525, ' 37': -2.58894, ' 39': -2.606835, ' 43': -2.6643872, ' 45': -2.7129998}
{' 45': -2.2513022, ' 40': -2.385669, ' 42': -2.4806693, ' 43': -2.5066485, ' 44': -2.5410285}
{' 45': -2.4144533, ' 40': -2.4532983, ' 43': -2.5101058, ' 44': -2.693792, ' 42': -2.6988618}
