{' 36': -2.1495728, ' 34': -2.2589011, ' 33': -2.2895482, ' 32': -2.5778565, ' 37': -2.752213}
{' 40': -2.3911726, ' 43': -2.4965928, ' 39': -2.6699126, ' 37': -2.7259915, ' 33': -2.788084}
{' 28': -2.3232925, ' 36': -2.3713558, ' 34': -2.5274057, ' 32': -2.5809278, ' 40': -2.7110145}
{' 33': -2.2363565, ' 30': -2.3664472, ' 32': -2.4955919, ' 34': -2.6475837, ' 36': -2.7981622}
{' 40': -2.449325, ' 42': -2.5726008, ' 43': -2.6290746, ' 39': -2.6850183, ' 45': -2.71767}
{' 40': -2.2546854, ' 36': -2.5147142, ' 37': -2.5637636, ' 33': -2.580618, ' 34': -2.6563025}
{' 40': -2.2330697, ' 45': -2.6358988, ' 39': -2.6457894, ' 43': -2.741855, ' 42': -2.7596238}
{' 40': -2.1673675, ' 36': -2.5784516, ' 39': -2.7308466, ' 33': -2.784408, ' 43': -2.8459628}
{' 40': -2.6004303, ' 37': -2.641407, ' 39': -2.7344437, ' 43': -2.749216, ' 34': -2.8643608}
{' 40': -2.397107, ' 39': -2.5277078, ' 37': -2.6971192, ' 43': -2.730266, ' 45': -2.8123593}
{' 40': -2.3323624, ' 33': -2.6363826, ' 44': -2.7511961, ' 37': -2.810285, ' 42': -2.8154147}
{' 33': -2.3268754, ' 40': -2.3534286, ' 37': -2.4873273, ' 36': -2.6589189, ' 34': -2.705654}
{' 39': -2.5332603, ' 40': -2.5595179, ' 43': -2.624604, ' 45': -2.6608305, ' 42': -2.745633}
{' 33': -2.356361, ' 40': -2.5803683, ' 37': -2.5999074, ' 36': -2.7031147, ' 34': -2.7100232}
{' 33': -2.5906978, ' 34': -2.6673303, ' 37': -2.6733088, ' 40': -2.6749196, ' 36': -2.7435367}
{' 33': -2.1120813, ' 40': -2.4976242, ' 34': -2.560992, ' 37': -2.6567943, ' 36': -2.7563734}
{' 40': -2.2277083, ' 45': -2.3573613, ' 43': -2.7100577, ' 42': -2.836871, ' 44': -2.85555}
{' 40': -2.3321095, ' 45': -2.658452, ' 43': -2.7598143, ' 44': -2.7755756, ' 39': -2.836626}
{' 33': -2.286054, ' 34': -2.3782847, ' 40': -2.6832087, ' 36': -2.7343893, ' 32': -2.7691061}
{' 40': -2.1657195, ' 33': -2.3701787, ' 36': -2.5426755, ' 34': -2.7371333, ' 32': -2.7606683}
{' 40': -2.473106, ' 37': -2.7240548, ' 39': -2.729035, ' 36': -2.7829213, ' 44': -2.818196}
{' 40': -2.257296, ' 42': -2.624558, ' 44': -2.626656, ' 43': -2.6388698, ' 45': -2.7560992}
{' 33': -2.4913507, ' 34': -2.5705218, ' 37': -2.7050261, ' 36': -2.7175565, ' 40': -2.7319999}
{' 40': -2.326656, ' 39': -2.5803583, ' 43': -2.6344535, ' 45': -2.7339246, ' 42': -2.8018396}
{' 33': -2.4542408, ' 34': -2.655737, ' 37': -2.7408655, ' 36': -2.7626302, ' 39': -2.8895338}
{' 33': -2.1787715, ' 36': -2.4719708, ' 34': -2.5673687, ' 37': -2.6091294, ' 40': -2.6179678}
{' 36': -2.4229171, ' 48': -2.4462383, ' 40': -2.4568899, ' 42': -2.6514108, ' 44': -2.6804605}
{' 36': -2.4901953, ' 40': -2.495884, ' 33': -2.5252333, ' 34': -2.592579, ' 32': -2.8786974}
{' 33': -2.395867, ' 40': -2.453283, ' 36': -2.629872, ' 34': -2.6571739, ' 32': -2.8132322}
{' 33': -2.4798605, ' 40': -2.5635254, ' 36': -2.655678, ' 37': -2.7620683, ' 34': -2.7678502}
{' 33': -2.4216406, ' 40': -2.5843441, ' 34': -2.6099455, ' 37': -2.6699069, ' 36': -2.689356}
{' 40': -2.1850946, ' 42': -2.5023656, ' 43': -2.6692648, ' 45': -2.7318046, ' 44': -2.7325447}
{' 33': -2.6018167, ' 34': -2.6777768, ' 37': -2.6968875, ' 36': -2.7571692, ' 39': -2.7944977}
{' 40': -1.8101463, ' 45': -2.6290712, ' 36': -2.6785145, ' 43': -2.8995779, ' 38': -2.9005604}
{' 42': -2.517437, ' 44': -2.5359423, ' 40': -2.550666, ' 43': -2.5603983, ' 45': -2.873847}
{' 40': -2.2987096, ' 36': -2.5446794, ' 34': -2.5766597, ' 33': -2.6008184, ' 39': -2.7627313}
{' 32': -2.5394623, ' 40': -2.6496432, ' 36': -2.775899, ' 34': -2.7989972, ' 33': -2.848012}
{' 40': -2.2005694, ' 43': -2.671407, ' 44': -2.680773, ' 45': -2.7997353, ' 42': -2.809144}
{' 45': -2.398764, ' 43': -2.4999945, ' 42': -2.604838, ' 44': -2.7476056, ' 40': -2.7543092}
{' 40': -2.4271314, ' 36': -2.4793143, ' 34': -2.5675435, ' 33': -2.6582036, ' 32': -2.8095536}
{' 40': -2.471406, ' 33': -2.499772, ' 37': -2.6592512, ' 39': -2.75076, ' 34': -2.7661247}
{' 33': -2.3685334, ' 34': -2.4977229, ' 40': -2.527713, ' 36': -2.594004, ' 37': -2.6227553}
{' 43': -2.4740567, ' 40': -2.509441, ' 44': -2.557156, ' 42': -2.6955857, ' 45': -2.7645478}
{' 40': -2.1447542, ' 36': -2.7325168, ' 39': -2.7636516, ' 45': -2.8391645, ' 43': -2.85856}
{' 40': -2.3489952, ' 33': -2.6788638, ' 39': -2.727588, ' 37': -2.7715294, ' 45': -2.7957945}
{' 33': -2.5364585, ' 40': -2.6361692, ' 37': -2.638866, ' 36': -2.654015, ' 34': -2.751226}
{' 36': -2.4744616, ' 34': -2.7109315, ' 42': -2.8186977, ' 40': -2.8755825, ' 33': -2.8829267}
{' 33': -2.3917232, ' 34': -2.53694, ' 32': -2.600924, ' 40': -2.7559733, ' 36': -2.7740388}
{' 40': -2.640523, ' 37': -2.6764476, ' 34': -2.7427092, ' 33': -2.7427158, ' 43': -2.849037}
{' 40': -2.1038976, ' 43': -2.6696553, ' 44': -2.7064462, ' 45': -2.7594514, ' 39': -2.7778227}
{' 40': -2.0754454, ' 36': -2.7287896, ' 43': -2.8860857, ' 39': -2.9262805, ' 42': -2.9634094}
{' 40': -2.5400848, ' 33': -2.6209404, ' 36': -2.6397316, ' 39': -2.6588109, ' 34': -2.707784}
{' 40': -2.0814486, ' 42': -2.6866798, ' 36': -2.7203453, ' 45': -2.7236898, ' 43': -2.794502}
{' 33': -2.5718873, ' 36': -2.599645, ' 40': -2.799721, ' 32': -2.8466628, ' 34': -2.8822794}
{' 40': -2.3501756, ' 43': -2.5739982, ' 45': -2.582672, ' 39': -2.6571891, ' 42': -2.7323272}
{' 40': -2.5762858, ' 42': -2.7145696, ' 36': -2.7734342, ' 44': -2.8064246, ' 39': -2.8293965}
{' 40': -2.2894845, ' 43': -2.3942285, ' 45': -2.4918714, ' 44': -2.695499, ' 42': -2.712715}
{' 40': -2.46353, ' 44': -2.5071034, ' 43': -2.540975, ' 45': -2.5909991, ' 42': -2.8201365}
{' 40': -2.2488115, ' 42': -2.5122905, ' 44': -2.597876, ' 43': -2.6351438, ' 45': -2.7216725}
{' 40': -2.4525287, ' 33': -2.5012844, ' 39': -2.598247, ' 37': -2.6264703, ' 36': -2.693135}
{' 40': -2.5145173, ' 39': -2.6433313, ' 37': -2.731366, ' 36': -2.7827773, ' 34': -2.7891126}
{' 40': -2.279294, ' 43': -2.666672, ' 39': -2.759365, ' 44': -2.8334827, ' 45': -2.841961}
{' 43': -2.5433223, ' 40': -2.5578794, ' 45': -2.6090229, ' 42': -2.6292284, ' 39': -2.7376945}
{' 40': -2.4140952, ' 39': -2.6810248, ' 37': -2.7671924, ' 38': -2.841802, ' 36': -2.8526478}
{' 44': -2.2359183, ' 43': -2.3348036, ' 40': -2.3718624, ' 42': -2.4589539, ' 45': -2.4854603}
{' 32': -2.44306, ' 33': -2.4525654, ' 34': -2.5975523, ' 36': -2.8069584, ' 40': -2.8672495}
{' 40': -2.5047433, ' 43': -2.5327587, ' 42': -2.5444736, ' 45': -2.6693087, ' 39': -2.7201624}
{' 40': -2.3437576, ' 45': -2.6243913, ' 42': -2.774347, ' 44': -2.8076704, ' 43': -2.872421}
{' 44': -2.4708254, ' 40': -2.4747758, ' 42': -2.5298028, ' 45': -2.565846, ' 43': -2.6077778}
{' 40': -2.4011683, ' 42': -2.5682151, ' 43': -2.6210306, ' 44': -2.6405962, ' 45': -2.7711885}
{' 40': -2.440372, ' 42': -2.4876113, ' 44': -2.5546317, ' 43': -2.5683484, ' 45': -2.7350771}
{' 43': -2.4406793, ' 44': -2.4542243, ' 45': -2.5210884, ' 40': -2.632619, ' 42': -2.7809684}
{' 40': -2.0857046, ' 45': -2.6267707, ' 43': -2.8260953, ' 39': -2.8528535, ' 42': -2.9257417}
{' 45': -2.3628528, ' 40': -2.415387, ' 43': -2.4249904, ' 44': -2.5229824, ' 42': -2.627959}
{' 40': -2.5014522, ' 44': -2.5650709, ' 43': -2.6000497, ' 39': -2.604429, ' 45': -2.607165}
{' 40': -2.213512, ' 39': -2.6301706, ' 43': -2.6416528, ' 37': -2.6749701, ' 44': -2.7367377}
{' 39': -2.6259341, ' 40': -2.6639206, ' 33': -2.7828126, ' 37': -2.820392, ' 43': -2.8939815}
{' 40': -2.3583462, ' 36': -2.475388, ' 39': -2.6623254, ' 37': -2.7095768, ' 33': -2.7608542}
{' 48': -2.1477883, ' 44': -2.5334427, ' 45': -2.555565, ' 42': -2.586365, ' 43': -2.6645787}
{' 40': -2.2708812, ' 43': -2.5047338, ' 45': -2.5379617, ' 39': -2.6333978, ' 44': -2.641299}
{' 40': -2.3543496, ' 45': -2.7084022, ' 43': -2.7175324, ' 39': -2.743501, ' 37': -2.814273}
{' 40': -2.3283775, ' 36': -2.6461854, ' 39': -2.776749, ' 43': -2.824629, ' 42': -2.8575025}
{' 43': -2.4589975, ' 40': -2.594359, ' 45': -2.614576, ' 39': -2.696216, ' 42': -2.7571323}
{' 40': -2.551001, ' 36': -2.6099505, ' 34': -2.6689267, ' 33': -2.6808827, ' 39': -2.8801084}
{' 33': -2.569825, ' 40': -2.636501, ' 34': -2.6389377, ' 37': -2.8138256, ' 39': -2.8564832}
{' 40': -2.2100058, ' 45': -2.2543404, ' 43': -2.4745648, ' 44': -2.6121607, ' 42': -2.7899647}
{' 39': -2.6781182, ' 45': -2.7038887, ' 33': -2.7479408, ' 42': -2.7480931, ' 37': -2.7642696}
{' 33': -2.4942853, ' 40': -2.626829, ' 34': -2.6361969, ' 37': -2.6404607, ' 39': -2.741129}
{' 43': -2.4756744, ' 42': -2.5095792, ' 45': -2.6098342, ' 40': -2.656266, ' 39': -2.8304305}
{' 40': -2.4009986, ' 43': -2.4108548, ' 45': -2.4947095, ' 44': -2.54396, ' 42': -2.7281442}
{' 43': -2.5452862, ' 44': -2.6483, ' 42': -2.6564777, ' 40': -2.6646698, ' 41': -2.8157346}
{' 40': -2.1592896, ' 36': -2.494757, ' 34': -2.9269967, ' 42': -2.9398208, ' 45': -2.9529126}
{' 40': -2.6729267, ' 43': -2.7318695, ' 39': -2.761379, ' 44': -2.7905557, ' 45': -2.8089712}
{' 40': -2.3509717, ' 43': -2.4471545, ' 44': -2.5938494, ' 45': -2.7166562, ' 42': -2.7192338}
{' 40': -2.311784, ' 45': -2.4426386, ' 43': -2.6381276, ' 44': -2.6500943, ' 42': -2.6538918}
{' 40': -2.3138902, ' 33': -2.6234376, ' 36': -2.665204, ' 39': -2.725707, ' 37': -2.7773483}
{' 40': -2.2627058, ' 43': -2.587162, ' 39': -2.634223, ' 44': -2.7224948, ' 42': -2.740177}
{' 40': -2.1478727, ' 44': -2.5992897, ' 45': -2.655196, ' 43': -2.6753967, ' 42': -2.822642}
{' 40': -1.9754803, ' 45': -2.4088824, ' 43': -2.513056, ' 44': -2.706143, ' 42': -2.7942278}
{' 40': -2.4382331, ' 36': -2.527888, ' 42': -2.6169996, ' 43': -2.8185785, ' 44': -2.8315551}
{' 45': -2.5540442, ' 40': -2.5865378, ' 43': -2.5881095, ' 42': -2.7253146, ' 39': -2.7295442}
{' 40': -2.469828, ' 43': -2.5960097, ' 42': -2.6718438, ' 39': -2.7812245, ' 44': -2.8285725}
{' 40': -2.483378, ' 37': -2.5147898, ' 43': -2.6025107, ' 39': -2.6796737, ' 45': -2.8138556}
{' 43': -2.3454144, ' 40': -2.379367, ' 45': -2.6134903, ' 39': -2.6933663, ' 42': -2.78838}
{' 40': -2.0518656, ' 33': -2.5391493, ' 36': -2.5735018, ' 34': -2.6842654, ' 32': -2.8448792}
{' 40': -2.5020459, ' 33': -2.557299, ' 37': -2.655406, ' 36': -2.706521, ' 43': -2.7651901}
{' 43': -2.4936788, ' 42': -2.5628595, ' 40': -2.5940683, ' 45': -2.5968559, ' 44': -2.7078264}
{' 40': -2.4143496, ' 43': -2.664688, ' 42': -2.7681706, ' 44': -2.7815857, ' 39': -2.8143692}
{' 40': -2.2756333, ' 32': -2.5464017, ' 36': -2.566875, ' 33': -2.7876801, ' 34': -2.826226}
{' 36': -2.4472337, ' 40': -2.686337, ' 32': -2.7387652, ' 34': -2.7784617, ' 33': -2.8228755}
{' 42': -2.4398031, ' 40': -2.471344, ' 44': -2.4973402, ' 43': -2.5616236, ' 45': -2.6281729}
{' 40': -2.3857203, ' 33': -2.7350152, ' 39': -2.7630417, ' 43': -2.787939, ' 45': -2.8179712}
{' 40': -2.5362973, ' 43': -2.6588528, ' 33': -2.672128, ' 39': -2.6746027, ' 45': -2.7305672}
{' 40': -2.2887135, ' 39': -2.6128483, ' 43': -2.6756241, ' 45': -2.7585354, ' 42': -2.759615}
{' 40': -2.0524209, ' 36': -2.8259196, ' 45': -2.8408742, ' 42': -2.8440583, ' 43': -2.9766533}
{' 33': -2.5337417, ' 32': -2.5950696, ' 40': -2.7055607, ' 30': -2.734988, ' 34': -2.7355957}
{' 40': -2.454933, ' 42': -2.5157409, ' 36': -2.7480686, ' 44': -2.8170755, ' 43': -2.8597817}
{' 40': -2.2142832, ' 43': -2.6237557, ' 45': -2.7252781, ' 44': -2.7374258, ' 37': -2.7639134}
{' 48': -2.1734688, ' 42': -2.5850585, ' 44': -2.7076437, ' 40': -2.7456486, ' 45': -2.8793614}
{' 40': -2.441961, ' 45': -2.534455, ' 42': -2.7045438, ' 44': -2.7962787, ' 39': -2.8086135}
{' 43': -2.380901, ' 44': -2.3922448, ' 40': -2.4699874, ' 42': -2.557466, ' 45': -2.6758895}
{' 40': -2.2677727, ' 45': -2.4815378, ' 43': -2.6628017, ' 39': -2.7993975, ' 42': -2.814905}
{' 40': -2.633658, ' 36': -2.678283, ' 42': -2.7572405, ' 44': -2.8420508, ' 48': -2.87937}
{' 40': -2.364006, ' 43': -2.4510365, ' 44': -2.4945447, ' 45': -2.6068246, ' 42': -2.6214368}
{' 43': -2.535835, ' 40': -2.609041, ' 39': -2.7139366, ' 37': -2.7313094, ' 34': -2.8013349}
{' 40': -2.4737723, ' 36': -2.7894766, ' 39': -2.840975, ' 43': -2.854314, ' 42': -2.9225826}
{' 40': -2.5230844, ' 42': -2.6867805, ' 43': -2.7098978, ' 39': -2.719443, ' 36': -2.7951572}
{' 40': -2.2650213, ' 43': -2.605816, ' 44': -2.6490946, ' 42': -2.663696, ' 39': -2.761632}
{' 36': -2.395834, ' 40': -2.5255203, ' 42': -2.7366724, ' 48': -2.7805758, ' 34': -2.897997}
{' 40': -2.0227938, ' 36': -2.4538527, ' 45': -2.7611463, ' 33': -2.8358734, ' 39': -2.8966978}
{' 42': -2.5689797, ' 48': -2.6071153, ' 40': -2.656402, ' 44': -2.6953254, ' 50': -2.7148452}
{' 40': -2.4548204, ' 34': -2.7275398, ' 39': -2.8498816, ' 36': -2.872915, ' 37': -2.8811355}
{' 40': -2.1879573, ' 44': -2.7007213, ' 42': -2.7317195, ' 45': -2.7621417, ' 48': -2.768763}
{' 40': -2.4351602, ' 45': -2.443837, ' 43': -2.6875653, ' 39': -2.8119264, ' 42': -2.923807}
{' 40': -2.2670465, ' 45': -2.5850158, ' 43': -2.8054757, ' 39': -2.8732817, ' 37': -2.9882255}
{' 40': -2.4088547, ' 50': -2.529181, ' 44': -2.5929863, ' 45': -2.5951858, ' 42': -2.6803372}
{' 36': -2.6516685, ' 34': -2.7222977, ' 42': -2.8186893, ' 40': -2.8215878, ' 33': -2.9899724}
{' 40': -2.4488764, ' 45': -2.7824028, ' 36': -2.8078306, ' 43': -2.834445, ' 42': -2.8389432}
{' 43': -2.345245, ' 40': -2.378345, ' 45': -2.4347491, ' 44': -2.5715272, ' 42': -2.7328343}
{' 40': -2.2125554, ' 45': -2.2730508, ' 43': -2.5180256, ' 44': -2.6962273, ' 39': -2.7596507}
{' 40': -2.6069129, ' 43': -2.613164, ' 44': -2.7294228, ' 45': -2.7675266, ' 39': -2.7679455}
{' 40': -2.3052547, ' 43': -2.512596, ' 44': -2.5504663, ' 39': -2.7560155, ' 45': -2.8062959}
{' 40': -2.1732194, ' 42': -2.5440795, ' 44': -2.681563, ' 48': -2.7704647, ' 43': -2.8297231}
{' 40': -2.2447119, ' 45': -2.287219, ' 50': -2.6165752, ' 43': -2.6180246, ' 44': -2.7651708}
{' 43': -2.452338, ' 40': -2.4724252, ' 45': -2.549791, ' 37': -2.6687887, ' 42': -2.6865067}
{' 40': -2.6714072, ' 42': -2.7858233, ' 44': -2.791211, ' 43': -2.7951977, ' 39': -2.8511825}
{' 40': -2.1511734, ' 36': -2.7348602, ' 45': -2.75232, ' 42': -2.8194978, ' 43': -2.8374536}
{' 45': -2.4131453, ' 44': -2.5970776, ' 40': -2.5974762, ' 43': -2.6754496, ' 42': -2.7040474}
{' 45': -2.3938437, ' 43': -2.4669962, ' 42': -2.658781, ' 44': -2.7510245, ' 40': -2.7878666}
{' 43': -2.6069264, ' 40': -2.6645722, ' 45': -2.6748605, ' 42': -2.83204, ' 44': -2.8374503}
{' 40': -2.558726, ' 42': -2.7971447, ' 43': -2.8292072, ' 44': -2.8642633, ' 39': -2.9439664}
{' 40': -2.3409605, ' 45': -2.5447133, ' 44': -2.5946362, ' 43': -2.603341, ' 50': -2.609848}
{' 43': -2.4415526, ' 37': -2.6109633, ' 40': -2.672661, ' 39': -2.7127652, ' 42': -2.7393994}
{' 40': -2.4028971, ' 39': -2.6038048, ' 43': -2.6843169, ' 45': -2.723756, ' 42': -2.82039}
{' 45': -2.3027866, ' 40': -2.318341, ' 43': -2.6757858, ' 42': -2.7349985, ' 44': -2.773341}
{' 40': -2.1519835, ' 45': -2.3377755, ' 43': -2.5944636, ' 39': -2.681612, ' 44': -2.9040434}
{' 40': -2.4427533, ' 45': -2.705949, ' 39': -2.800897, ' 42': -2.8321173, ' 33': -2.8668292}
{' 40': -2.432349, ' 45': -2.6118445, ' 39': -2.7056308, ' 43': -2.7580256, ' 42': -2.898811}
{' 45': -2.4189947, ' 43': -2.5022373, ' 44': -2.5072136, ' 40': -2.52513, ' 42': -2.5676832}
{' 48': -2.3566422, ' 40': -2.568089, ' 42': -2.5817761, ' 44': -2.6360486, ' 45': -2.6718543}
{' 40': -2.3904305, ' 45': -2.5682335, ' 42': -2.6069424, ' 43': -2.711461, ' 44': -2.766805}
{' 45': -2.383225, ' 40': -2.500814, ' 43': -2.5644622, ' 44': -2.6363635, ' 50': -2.7599893}
{' 40': -2.2891967, ' 43': -2.5481899, ' 39': -2.6424186, ' 37': -2.720558, ' 42': -2.8023126}
{' 40': -2.274118, ' 45': -2.4539635, ' 44': -2.618662, ' 43': -2.669434, ' 42': -2.716885}
{' 40': -2.5587046, ' 42': -2.57089, ' 43': -2.6720212, ' 44': -2.673135, ' 45': -2.989877}
{' 40': -2.2717028, ' 45': -2.721303, ' 39': -2.7291183, ' 33': -2.787716, ' 43': -2.8557203}
{' 40': -2.4435527, ' 43': -2.5349681, ' 39': -2.5758579, ' 37': -2.6297672, ' 45': -2.7389154}
{' 33': -2.3579924, ' 34': -2.5559552, ' 37': -2.6836553, ' 36': -2.7516017, ' 32': -2.8056233}
{' 45': -2.5013294, ' 43': -2.5257378, ' 42': -2.596531, ' 40': -2.647707, ' 44': -2.7802}
{' 40': -2.2603655, ' 45': -2.5639029, ' 43': -2.7410326, ' 42': -2.8198862, ' 44': -2.8431673}
{' 40': -2.3969789, ' 38': -2.6701818, ' 42': -2.718882, ' 36': -2.7539716, ' 34': -2.7658603}
{' 40': -2.4868715, ' 36': -2.7071378, ' 42': -2.9532452, ' 33': -2.9541633, ' 39': -2.959458}
{' 33': -2.5975273, ' 34': -2.6064167, ' 37': -2.6859312, ' 40': -2.7397852, ' 39': -2.7432098}
{' 40': -2.2910001, ' 36': -2.7069185, ' 43': -2.7544022, ' 39': -2.8031518, ' 45': -2.904717}
{' 44': -2.4775493, ' 40': -2.5578887, ' 43': -2.5749261, ' 42': -2.6112344, ' 45': -2.6481102}
{' 33': -2.4346464, ' 34': -2.5414855, ' 32': -2.6233127, ' 40': -2.6555758, ' 36': -2.7169425}
{' 40': -2.516081, ' 42': -2.5519133, ' 44': -2.6516268, ' 36': -2.8706572, ' 43': -2.8807383}
{' 40': -2.3690705, ' 45': -2.7415812, ' 36': -2.7881625, ' 33': -2.8254952, ' 43': -2.831429}
{' 40': -2.671687, ' 34': -2.8308942, ' 33': -2.846127, ' 36': -2.8982215, ' 37': -2.9097981}
{' 40': -2.3885627, ' 43': -2.6702256, ' 42': -2.6970303, ' 45': -2.8155732, ' 44': -2.843127}
{' 40': -2.4680703, ' 42': -2.7211754, ' 38': -2.816313, ' 43': -2.8243592, ' 36': -2.8646328}
{' 45': -2.3138855, ' 40': -2.4189117, ' 44': -2.6322155, ' 50': -2.6388502, ' 43': -2.6474626}
{' 43': -2.538584, ' 40': -2.54204, ' 45': -2.6817331, ' 39': -2.7543576, ' 42': -2.8443508}
{' 40': -2.275307, ' 43': -2.6181796, ' 45': -2.6567621, ' 39': -2.659921, ' 44': -2.777175}
{' 40': -2.510432, ' 44': -2.7527428, ' 39': -2.7560966, ' 42': -2.7713745, ' 33': -2.7890975}
{' 40': -2.149842, ' 45': -2.596571, ' 42': -2.780543, ' 44': -2.8383398, ' 43': -2.885268}
{' 40': -1.8527367, ' 45': -2.3553412, ' 44': -2.6259196, ' 50': -2.6293385, ' 48': -2.6956694}
{' 40': -2.2530446, ' 45': -2.5007904, ' 44': -2.5789886, ' 43': -2.7202716, ' 50': -2.7625718}
{' 40': -2.4661107, ' 43': -2.4824796, ' 45': -2.5244954, ' 42': -2.5557084, ' 44': -2.6095433}
{' 40': -2.5260823, ' 36': -2.740844, ' 33': -2.7785838, ' 39': -2.8485527, ' 44': -2.8808281}
{' 42': -2.4458249, ' 40': -2.6114657, ' 43': -2.6868412, ' 44': -2.7016582, ' 45': -2.9077694}
{' 40': -2.0149462, ' 39': -2.6631262, ' 45': -2.6774762, ' 36': -2.8275483, ' 42': -2.8285007}
{' 40': -2.2580185, ' 45': -2.484577, ' 48': -2.760375, ' 42': -2.7715845, ' 44': -2.7911606}
{' 45': -2.3464255, ' 44': -2.3945785, ' 48': -2.47125, ' 43': -2.5170028, ' 40': -2.5689743}
{' 40': -2.3358817, ' 39': -2.6862772, ' 42': -2.7027574, ' 43': -2.715055, ' 37': -2.742749}
{' 40': -2.4444537, ' 43': -2.5695646, ' 44': -2.5852485, ' 45': -2.667897, ' 42': -2.709191}
{' 43': -2.645666, ' 45': -2.7120924, ' 42': -2.7320783, ' 40': -2.7582138, ' 44': -2.8148277}
{' 40': -2.0711646, ' 45': -2.514072, ' 42': -2.7497525, ' 36': -2.8107858, ' 44': -2.8293717}
{' 48': -2.2081447, ' 42': -2.5349584, ' 44': -2.5704436, ' 45': -2.6113324, ' 40': -2.6491377}
{' 45': -2.2504287, ' 40': -2.338243, ' 43': -2.525048, ' 39': -2.6300828, ' 44': -2.7400098}
{' 42': -2.3738203, ' 40': -2.5786505, ' 44': -2.6074953, ' 43': -2.8426387, ' 48': -2.9619205}
{' 40': -2.5467765, ' 33': -2.7295272, ' 39': -2.7804267, ' 37': -2.7855573, ' 36': -2.888205}
{' 45': -2.2168155, ' 44': -2.2881942, ' 43': -2.5367932, ' 40': -2.5718315, ' 42': -2.5734499}
{' 40': -2.422781, ' 45': -2.5508127, ' 43': -2.581587, ' 44': -2.6798954, ' 42': -2.8084905}
{' 40': -2.3570092, ' 44': -2.5495255, ' 42': -2.6475928, ' 43': -2.709243, ' 45': -2.7372582}
{' 40': -2.3145144, ' 45': -2.562319, ' 43': -2.5639277, ' 44': -2.6912072, ' 42': -2.8990374}
{' 48': -1.7809507, ' 50': -2.4949284, ' 44': -2.5302308, ' 45': -2.626133, ' 42': -2.7228775}
{' 40': -2.4586565, ' 43': -2.6019728, ' 44': -2.659014, ' 45': -2.6656725, ' 48': -2.7066433}
{' 45': -2.1545355, ' 48': -2.4213223, ' 44': -2.452479, ' 43': -2.4886003, ' 40': -2.55464}
{' 40': -2.1767423, ' 36': -2.6449087, ' 39': -2.7159736, ' 38': -2.7172735, ' 37': -2.769161}
{' 42': -2.4323397, ' 43': -2.448805, ' 45': -2.6476803, ' 44': -2.6665366, ' 40': -2.7115526}
{' 40': -2.5382504, ' 43': -2.5701804, ' 44': -2.6740823, ' 45': -2.7237144, ' 42': -2.8059936}
{' 40': -2.2084165, ' 36': -2.7753453, ' 32': -2.811377, ' 42': -2.8276074, ' 39': -2.8389354}
{' 40': -2.3036625, ' 45': -2.3304265, ' 50': -2.5993407, ' 43': -2.6220477, ' 44': -2.8178847}
{' 40': -2.5020862, ' 45': -2.633808, ' 42': -2.6522672, ' 43': -2.6855848, ' 39': -2.8280656}
{' 48': -2.5203967, ' 45': -2.5901437, ' 40': -2.6338353, ' 44': -2.7266228, ' 42': -2.7291787}
{' 42': -2.5271432, ' 44': -2.6744008, ' 43': -2.714271, ' 40': -2.716044, ' 46': -2.8821054}
{' 40': -2.3650405, ' 45': -2.6442297, ' 43': -2.796333, ' 39': -2.8197153, ' 44': -2.927942}
{' 40': -2.428565, ' 45': -2.4311635, ' 43': -2.4589748, ' 44': -2.8043964, ' 39': -2.8104208}
{' 40': -2.449721, ' 45': -2.7256172, ' 43': -2.7678688, ' 39': -2.8458488, ' 41': -2.9601247}
{' 40': -2.4941268, ' 48': -2.5256743, ' 36': -2.5950427, ' 44': -2.7377963, ' 45': -2.8496487}
{' 40': -2.0828261, ' 45': -2.3257098, ' 43': -2.7650268, ' 36': -2.788716, ' 39': -2.828925}
{' 43': -2.3363702, ' 42': -2.345164, ' 45': -2.3982275, ' 44': -2.501413, ' 40': -2.7741306}
{' 40': -2.381856, ' 44': -2.4331045, ' 45': -2.6037931, ' 42': -2.7125428, ' 48': -2.7544272}
{' 43': -2.3575053, ' 45': -2.5036464, ' 40': -2.5213225, ' 44': -2.6392615, ' 42': -2.7443326}
{' 40': -2.4980724, ' 33': -2.6220348, ' 36': -2.6506975, ' 45': -2.879932, ' 39': -2.913858}
{' 40': -2.3138301, ' 43': -2.639483, ' 39': -2.6704538, ' 45': -2.7961745, ' 42': -2.8142657}
{' 45': -2.439269, ' 40': -2.4487953, ' 43': -2.4627867, ' 44': -2.578263, ' 39': -2.767294}
{' 45': -2.4789646, ' 42': -2.571737, ' 40': -2.6089675, ' 44': -2.6273963, ' 43': -2.642989}
{' 40': -2.4574382, ' 44': -2.5871742, ' 45': -2.62629, ' 43': -2.666352, ' 50': -2.7425287}
{' 45': -2.4890363, ' 40': -2.5148916, ' 43': -2.603545, ' 39': -2.7914608, ' 42': -2.9099157}
{' 40': -2.2224853, ' 43': -2.6650963, ' 44': -2.7226305, ' 39': -2.7921712, ' 36': -2.814922}
{' 45': -2.3640134, ' 48': -2.493381, ' 40': -2.538676, ' 42': -2.60517, ' 44': -2.6350973}
{' 40': -2.6045544, ' 45': -2.6401687, ' 43': -2.7296033, ' 44': -2.7593436, ' 48': -2.8665917}
