{' 37': -1.8922225, ' 36': -1.9215271, ' 34': -2.0395758, ' 35': -2.1291735, ' 33': -2.1524003}
{' 40': -0.8250486, ' 44': -2.1031246, ' 45': -2.3994915, ' 42': -2.6186895, ' 43': -2.8905566}
{' 44': -1.9276981, ' 45': -2.269249, ' 43': -2.4214563, ' 40': -2.5332766, ' 42': -2.5932474}
{' 40': -1.8444672, ' 36': -1.9312525, ' 38': -2.141899, ' 37': -2.4292355, ' 34': -2.5560257}
{' 36': -1.9502201, ' 34': -2.2902994, ' 40': -2.3234282, ' 32': -2.431038, ' 33': -2.4893541}
{' 36': -1.7628357, ' 37': -1.7737478, ' 39': -2.2786915, ' 38': -2.4441235, ' 40': -2.563556}
{' 35': -2.117671, ' 33': -2.1282082, ' 37': -2.228054, ' 36': -2.4934692, ' 34': -2.550689}
{' 40': -1.68482, ' 44': -1.9338367, ' 42': -2.461561, ' 43': -2.5667408, ' 36': -2.6542394}
{' 37': -2.4228008, ' 36': -2.4283807, ' 38': -2.4794843, ' 40': -2.5236957, ' 34': -2.5835943}
{' 44': -1.489587, ' 48': -2.0854027, ' 42': -2.110406, ' 46': -2.2514982, ' 40': -2.2737095}
{' 43': -2.0944479, ' 40': -2.3231497, ' 41': -2.3278253, ' 39': -2.333987, ' 44': -2.4424255}
{' 43': -1.9173696, ' 44': -1.9910114, ' 45': -2.2668808, ' 42': -2.4882154, ' 41': -2.6676729}
{' 33': -1.9589726, ' 34': -2.2036932, ' 32': -2.3206508, ' 35': -2.601261, ' 37': -2.6370065}
{' 44': -1.7860174, ' 43': -1.946704, ' 45': -2.0315218, ' 42': -2.3565762, ' 46': -2.5081332}
{' 30': -1.3605281, ' 35': -2.2789452, ' 33': -2.383462, ' 28': -2.6300812, ' 34': -2.6630814}
{' 44': -1.3513542, ' 48': -1.8735806, ' 40': -2.05308, ' 45': -2.4143949, ' 42': -2.5498195}
{' 40': -1.8346342, ' 44': -2.0668004, ' 36': -2.2137208, ' 42': -2.515426, ' 48': -2.53731}
{' 40': -1.55955, ' 44': -1.7271316, ' 45': -1.8824384, ' 42': -2.4370413, ' 43': -2.4441853}
{' 40': -1.3625218, ' 45': -1.9359279, ' 43': -2.733725, ' 44': -2.914947, ' 42': -2.9605308}
{' 44': -2.056942, ' 45': -2.2240171, ' 48': -2.282073, ' 43': -2.305192, ' 47': -2.3942184}
{' 44': -2.5135825, ' 43': -2.5245996, ' 40': -2.549953, ' 45': -2.6420245, ' 42': -2.68345}
{' 44': -1.7872584, ' 45': -2.0617602, ' 43': -2.2026112, ' 42': -2.336326, ' 48': -2.3966486}
{' 44': -2.1364386, ' 40': -2.4845107, ' 48': -2.5517495, ' 42': -2.5740216, ' 45': -2.5791829}
{' 45': -1.4865032, ' 44': -2.180539, ' 43': -2.1843946, ' 40': -2.362395, ' 50': -2.4705255}
{' 33': -2.1451116, ' 37': -2.1887822, ' 34': -2.350926, ' 35': -2.4292855, ' 36': -2.507152}
{' 44': -1.4052799, ' 43': -2.0396905, ' 45': -2.1236827, ' 42': -2.3145626, ' 46': -2.3775918}
{' 45': -1.9546338, ' 44': -2.0841353, ' 43': -2.1778805, ' 48': -2.4586642, ' 46': -2.513633}
{' 40': -1.809841, ' 44': -2.4227571, ' 43': -2.5084171, ' 38': -2.5325384, ' 42': -2.5590687}
{' 37': -2.4765224, ' 43': -2.5596018, ' 40': -2.5709698, ' 39': -2.5920362, ' 33': -2.7642736}
{' 48': -1.5481302, ' 44': -1.636141, ' 40': -2.2413237, ' 42': -2.4935715, ' 45': -2.5587008}
{' 40': -2.0244915, ' 44': -2.034408, ' 42': -2.3706057, ' 43': -2.3816082, ' 45': -2.636593}
{' 43': -1.9240979, ' 39': -2.235509, ' 40': -2.3336143, ' 44': -2.3672018, ' 37': -2.4894352}
{' 43': -2.4056385, ' 40': -2.4470918, ' 37': -2.4816425, ' 44': -2.5137277, ' 39': -2.561196}
{' 43': -1.9479742, ' 44': -2.0690308, ' 45': -2.3015194, ' 42': -2.4978034, ' 39': -2.5921574}
{' 44': -1.9318157, ' 45': -2.41598, ' 40': -2.471976, ' 48': -2.4943254, ' 42': -2.5442636}
{' 43': -2.0826797, ' 40': -2.126461, ' 39': -2.2718763, ' 44': -2.3428104, ' 41': -2.3468819}
{' 45': -2.105214, ' 40': -2.2154922, ' 44': -2.232282, ' 43': -2.464592, ' 46': -2.674303}
{' 44': -1.8389324, ' 43': -2.013967, ' 45': -2.0498614, ' 46': -2.4063401, ' 47': -2.4688659}
{' 43': -2.0984554, ' 44': -2.1519623, ' 45': -2.3769636, ' 42': -2.5343428, ' 40': -2.5854275}
{' 43': -1.8892983, ' 44': -1.9119929, ' 45': -2.1471233, ' 46': -2.532957, ' 42': -2.5533571}
{' 34': -2.3897107, ' 37': -2.430631, ' 36': -2.440016, ' 40': -2.4934568, ' 38': -2.5098279}
{' 44': -1.8358966, ' 42': -2.091263, ' 43': -2.1084175, ' 40': -2.1755514, ' 45': -2.3472416}
{' 37': -2.209429, ' 39': -2.4340804, ' 40': -2.5787966, ' 38': -2.5833955, ' 43': -2.6229043}
{' 40': -1.9802939, ' 45': -1.9987131, ' 43': -2.1912963, ' 44': -2.2496898, ' 42': -2.5568798}
{' 33': -1.9335938, ' 32': -2.228172, ' 34': -2.2471256, ' 30': -2.324562, ' 28': -2.5527916}
{' 40': -1.071325, ' 36': -2.016074, ' 44': -2.3671317, ' 38': -2.4815993, ' 42': -2.5665202}
{' 43': -2.24899, ' 44': -2.2876139, ' 42': -2.5087767, ' 40': -2.5163887, ' 39': -2.6863298}
{' 40': -1.1361772, ' 45': -1.9780275, ' 44': -2.157858, ' 42': -2.6185763, ' 43': -2.7143059}
{' 44': -2.1600742, ' 43': -2.2257042, ' 40': -2.3450804, ' 42': -2.413432, ' 41': -2.5383098}
{' 36': -1.8085828, ' 40': -1.8846679, ' 38': -2.1537309, ' 34': -2.518168, ' 37': -2.6355376}
{' 45': -2.0591872, ' 44': -2.2107701, ' 43': -2.2468915, ' 46': -2.638529, ' 48': -2.705434}
{' 43': -1.7881482, ' 44': -1.8585961, ' 42': -1.9451296, ' 45': -2.1256306, ' 41': -2.4798977}
{' 39': -2.4626594, ' 40': -2.4674819, ' 37': -2.4861064, ' 38': -2.6458583, ' 43': -2.6730123}
{' 44': -1.8532034, ' 45': -1.9828571, ' 43': -2.0555196, ' 46': -2.385754, ' 47': -2.457293}
{' 40': -2.3152676, ' 36': -2.3327208, ' 44': -2.5476427, ' 42': -2.5822554, ' 38': -2.6899166}
{' 44': -1.7756361, ' 43': -1.8549969, ' 45': -1.9139473, ' 42': -2.1168303, ' 41': -2.6530468}
{' 40': -1.6449828, ' 36': -2.4567256, ' 38': -2.4593472, ' 37': -2.6831214, ' 39': -2.8188207}
{' 44': -1.9533936, ' 48': -2.0364785, ' 45': -2.0937078, ' 43': -2.4190643, ' 46': -2.4210076}
{' 44': -2.085819, ' 40': -2.2021377, ' 42': -2.4610376, ' 45': -2.579706, ' 43': -2.6396234}
{' 43': -1.682359, ' 44': -1.7619067, ' 45': -1.961753, ' 42': -2.5402443, ' 46': -2.5807488}
{' 48': -1.6308604, ' 44': -1.8469306, ' 40': -2.3790836, ' 45': -2.4130802, ' 42': -2.47143}
{' 45': -1.9317646, ' 44': -2.262041, ' 50': -2.2700024, ' 48': -2.3401957, ' 46': -2.4956703}
{' 33': -2.1112053, ' 34': -2.5063555, ' 35': -2.5511515, ' 37': -2.6008408, ' 30': -2.71964}
{' 48': -1.5710012, ' 44': -1.8216536, ' 45': -2.1524546, ' 40': -2.52915, ' 42': -2.5428307}
{' 40': -1.6737798, ' 44': -2.1430125, ' 45': -2.4453359, ' 42': -2.567161, ' 43': -2.627561}
{' 45': -1.6491352, ' 44': -2.0624158, ' 43': -2.1071413, ' 46': -2.625244, ' 48': -2.721935}
{' 37': -2.1621363, ' 36': -2.3275197, ' 33': -2.3634667, ' 34': -2.388652, ' 38': -2.4749703}
{' 44': -1.6894217, ' 43': -1.9633589, ' 45': -1.9776678, ' 46': -2.5105937, ' 42': -2.6317902}
{' 37': -2.2932856, ' 39': -2.4386532, ' 40': -2.556739, ' 38': -2.5831866, ' 43': -2.5842621}
{' 44': -1.7778176, ' 40': -1.9989613, ' 42': -2.296586, ' 45': -2.377468, ' 43': -2.6118975}
{' 40': -1.8215322, ' 44': -1.971781, ' 36': -2.3593674, ' 42': -2.434267, ' 48': -2.7267323}
{' 44': -1.7724819, ' 48': -1.970461, ' 46': -2.2060776, ' 45': -2.2478087, ' 43': -2.6418047}
{' 44': -2.230525, ' 43': -2.2759535, ' 42': -2.4831326, ' 40': -2.5090525, ' 39': -2.6159172}
{' 40': -1.5693305, ' 45': -1.5717366, ' 44': -2.278108, ' 43': -2.3920043, ' 42': -2.6040432}
{' 33': -2.0934994, ' 37': -2.3489268, ' 34': -2.4358943, ' 36': -2.5615723, ' 35': -2.5618088}
{' 45': -1.8691589, ' 44': -1.972932, ' 43': -2.211796, ' 46': -2.4155505, ' 48': -2.4406636}
{' 37': -2.2025557, ' 39': -2.4658852, ' 33': -2.4884148, ' 36': -2.4944925, ' 40': -2.61602}
{' 45': -1.5338717, ' 44': -2.029794, ' 40': -2.2061481, ' 43': -2.3072808, ' 50': -2.3737783}
{' 43': -2.3984776, ' 40': -2.4447098, ' 39': -2.4545918, ' 37': -2.5220861, ' 44': -2.5871935}
{' 40': -1.2703397, ' 45': -1.7010554, ' 44': -1.8539046, ' 42': -2.675349, ' 48': -2.7759085}
{' 40': -1.3814306, ' 45': -1.993719, ' 44': -2.4501963, ' 42': -2.7395914, ' 43': -2.899602}
{' 45': -1.7832904, ' 44': -1.8738092, ' 43': -1.9354167, ' 46': -2.3135536, ' 47': -2.3703778}
{' 44': -2.166378, ' 40': -2.2303607, ' 42': -2.4252317, ' 43': -2.4353092, ' 39': -2.6592615}
{' 40': -1.3281487, ' 45': -1.6844168, ' 44': -2.6163566, ' 43': -2.626992, ' 50': -3.0086448}
{' 40': -2.290661, ' 43': -2.4306881, ' 45': -2.4936125, ' 39': -2.5868762, ' 44': -2.6112828}
{' 44': -1.6949122, ' 45': -2.1439593, ' 46': -2.1827407, ' 48': -2.252743, ' 43': -2.490722}
{' 37': -2.1880827, ' 39': -2.3663607, ' 40': -2.5009384, ' 38': -2.5120523, ' 43': -2.62901}
{' 44': -1.7832414, ' 45': -1.9291993, ' 43': -2.03232, ' 46': -2.365349, ' 47': -2.55301}
{' 37': -2.3294168, ' 39': -2.4262722, ' 40': -2.5520427, ' 38': -2.5664833, ' 36': -2.5680473}
{' 44': -1.7315284, ' 45': -1.7634536, ' 43': -2.1188726, ' 42': -2.1943762, ' 48': -2.5855458}
{' 43': -2.3578637, ' 39': -2.5370867, ' 37': -2.5825639, ' 44': -2.5888324, ' 40': -2.5944161}
{' 48': -2.0588987, ' 45': -2.1438968, ' 50': -2.373017, ' 44': -2.5024517, ' 47': -2.538115}
{' 48': -1.8338178, ' 44': -1.8506387, ' 45': -2.174352, ' 46': -2.5333114, ' 42': -2.602344}
{' 45': -2.0957108, ' 44': -2.1775103, ' 48': -2.2686908, ' 46': -2.397911, ' 50': -2.4395294}
{' 40': -2.4396322, ' 36': -2.5550067, ' 44': -2.6060102, ' 38': -2.6319501, ' 37': -2.639984}
{' 43': -1.9904896, ' 44': -2.2263074, ' 40': -2.3783462, ' 39': -2.379732, ' 42': -2.4665122}
{' 44': -2.18073, ' 43': -2.2043688, ' 40': -2.3739676, ' 42': -2.5062203, ' 41': -2.5904276}
{' 48': -1.5708122, ' 44': -1.7589761, ' 45': -1.9927406, ' 46': -2.401268, ' 43': -2.7230577}
{' 43': -2.302014, ' 44': -2.436736, ' 40': -2.527788, ' 39': -2.5858765, ' 41': -2.5965402}
{' 44': -1.9537622, ' 45': -1.9669474, ' 43': -2.0303364, ' 46': -2.4080346, ' 47': -2.5734825}
{' 40': -2.2606835, ' 36': -2.262076, ' 38': -2.4118533, ' 34': -2.5643342, ' 37': -2.5679421}
{' 44': -1.7436646, ' 45': -2.0716352, ' 43': -2.073985, ' 46': -2.4289732, ' 42': -2.52124}
{' 44': -2.1867087, ' 40': -2.27868, ' 43': -2.4908075, ' 45': -2.5733109, ' 42': -2.5826457}
{' 45': -1.5019647, ' 44': -2.205703, ' 48': -2.4543583, ' 50': -2.4606955, ' 43': -2.4867718}
{' 40': -2.1732414, ' 36': -2.340924, ' 44': -2.5090015, ' 42': -2.6090734, ' 38': -2.6517148}
{' 44': -1.825867, ' 45': -1.8316064, ' 43': -1.9018005, ' 46': -2.4263444, ' 47': -2.5718143}
{' 40': -2.1329446, ' 44': -2.2272296, ' 45': -2.3846667, ' 43': -2.4082704, ' 42': -2.4865317}
{' 43': -2.0060663, ' 44': -2.081994, ' 39': -2.2736473, ' 40': -2.2907524, ' 45': -2.4644785}
{' 45': -1.6846493, ' 40': -1.892867, ' 44': -2.1493032, ' 50': -2.2318304, ' 43': -2.7246704}
{' 44': -1.8174744, ' 43': -2.0460415, ' 45': -2.1691628, ' 42': -2.4819221, ' 46': -2.5106707}
{' 44': -1.8932825, ' 40': -2.0804105, ' 45': -2.1649747, ' 48': -2.2043328, ' 42': -2.603516}
{' 44': -1.5172031, ' 40': -1.9851824, ' 42': -2.3152502, ' 48': -2.3819616, ' 43': -2.6200483}
{' 44': -1.2604663, ' 48': -2.2728317, ' 40': -2.3428314, ' 45': -2.4544942, ' 42': -2.479116}
{' 44': -2.0332215, ' 45': -2.0652125, ' 43': -2.400407, ' 40': -2.4175284, ' 48': -2.4814856}
{' 35': -1.8935075, ' 40': -2.086348, ' 37': -2.456612, ' 33': -2.5445313, ' 30': -2.6621194}
{' 44': -1.4845968, ' 45': -2.033343, ' 43': -2.0685143, ' 46': -2.3210952, ' 42': -2.449454}
{' 40': -1.4097625, ' 45': -2.5163167, ' 38': -2.6535475, ' 44': -2.7535412, ' 42': -2.8229802}
{' 44': -1.897224, ' 45': -2.0087829, ' 43': -2.1758707, ' 48': -2.3803315, ' 46': -2.43506}
{' 44': -1.9509939, ' 40': -2.1660924, ' 43': -2.2486186, ' 42': -2.4173903, ' 45': -2.4924655}
{' 44': -1.8206903, ' 43': -1.823683, ' 45': -2.0642169, ' 42': -2.3595088, ' 41': -2.6361668}
{' 45': -1.4881465, ' 40': -2.0779274, ' 43': -2.2795057, ' 44': -2.3907688, ' 50': -2.7984922}
{' 44': -1.7886243, ' 45': -1.9282517, ' 43': -2.1664433, ' 48': -2.3304505, ' 42': -2.3709562}
{' 44': -1.6520754, ' 45': -2.266404, ' 40': -2.3448484, ' 43': -2.4120967, ' 42': -2.5034854}
{' 44': -1.9562815, ' 43': -2.1596391, ' 40': -2.1934907, ' 42': -2.3277833, ' 45': -2.5727136}
{' 43': -2.232226, ' 40': -2.2771888, ' 44': -2.4393, ' 41': -2.4591622, ' 39': -2.5073047}
{' 48': -1.812229, ' 44': -1.8499221, ' 45': -1.948841, ' 46': -2.3163147, ' 43': -2.4735267}
{' 44': -1.8979243, ' 43': -2.4234066, ' 45': -2.4491298, ' 40': -2.4972296, ' 42': -2.5535364}
{' 44': -1.8886176, ' 45': -2.0227423, ' 43': -2.0455217, ' 46': -2.4752648, ' 42': -2.6611283}
{' 44': -1.6635857, ' 48': -1.7143918, ' 45': -1.9800107, ' 40': -2.3928947, ' 42': -2.5844555}
{' 44': -1.9688035, ' 45': -2.0823596, ' 43': -2.2337906, ' 48': -2.3726685, ' 46': -2.3872492}
{' 44': -1.842314, ' 40': -2.255647, ' 42': -2.344583, ' 45': -2.4025407, ' 43': -2.5185695}
{' 50': -1.9340606, ' 48': -2.0002685, ' 45': -2.3969188, ' 46': -2.5573163, ' 44': -2.6428819}
{' 37': -2.2772076, ' 39': -2.438617, ' 38': -2.5308545, ' 40': -2.5774891, ' 36': -2.6388257}
{' 45': -1.7253492, ' 44': -1.8691825, ' 43': -2.198939, ' 42': -2.2044303, ' 48': -2.5892847}
{' 45': -1.9257001, ' 43': -2.166829, ' 44': -2.210145, ' 40': -2.517603, ' 42': -2.620107}
{' 44': -1.9684839, ' 48': -2.0501966, ' 45': -2.0643969, ' 46': -2.3020375, ' 47': -2.4333448}
{' 39': -2.429423, ' 43': -2.439963, ' 40': -2.4641051, ' 37': -2.4874952, ' 41': -2.5553157}
{' 44': -1.8049649, ' 45': -2.053126, ' 43': -2.1551006, ' 46': -2.3683538, ' 48': -2.5117931}
{' 45': -1.6263161, ' 44': -2.2180443, ' 43': -2.3498116, ' 50': -2.5609827, ' 40': -2.6337633}
{' 44': -1.8195509, ' 45': -1.8905882, ' 43': -2.0706687, ' 46': -2.453563, ' 42': -2.516886}
{' 44': -2.1183383, ' 43': -2.1824129, ' 45': -2.4382417, ' 42': -2.4642792, ' 40': -2.4676178}
{' 45': -1.8060696, ' 44': -1.8070328, ' 43': -2.1748612, ' 48': -2.2808118, ' 46': -2.420935}
{' 43': -2.1336384, ' 45': -2.1600113, ' 44': -2.2118664, ' 46': -2.6242237, ' 42': -2.6478062}
{' 44': -1.8173904, ' 43': -1.8869132, ' 45': -1.9571074, ' 42': -2.3283482, ' 46': -2.5670004}
{' 43': -2.4438508, ' 39': -2.5160706, ' 44': -2.588834, ' 40': -2.597627, ' 37': -2.6306508}
{' 44': -1.8258922, ' 45': -1.8504779, ' 43': -2.0299652, ' 42': -2.178801, ' 46': -2.6725032}
{' 43': -2.0167933, ' 44': -2.2980263, ' 45': -2.419101, ' 41': -2.424776, ' 39': -2.432622}
{' 45': -1.8278662, ' 44': -1.9861532, ' 48': -2.181341, ' 46': -2.3321853, ' 50': -2.4833636}
{' 43': -2.3275394, ' 44': -2.3916044, ' 45': -2.5129375, ' 39': -2.5571442, ' 40': -2.591151}
{' 44': -1.3136646, ' 48': -1.8353797, ' 45': -2.0796196, ' 46': -2.3152914, ' 43': -2.6523886}
{' 45': -1.6585494, ' 40': -1.9807855, ' 43': -2.5035632, ' 44': -2.5582774, ' 50': -2.754349}
{' 45': -2.0406928, ' 44': -2.0847154, ' 43': -2.1548114, ' 46': -2.4641073, ' 48': -2.4852922}
{' 45': -1.1855742, ' 40': -1.9503981, ' 50': -1.965696, ' 44': -2.622712, ' 43': -2.851891}
{' 45': -1.7191747, ' 44': -2.249488, ' 43': -2.29231, ' 40': -2.5144687, ' 48': -2.706201}
{' 40': -1.9803652, ' 44': -2.065471, ' 43': -2.4487596, ' 45': -2.4700503, ' 42': -2.491323}
{' 43': -2.106399, ' 40': -2.1918359, ' 44': -2.2208114, ' 42': -2.294352, ' 39': -2.3884616}
{' 44': -1.9733396, ' 48': -2.1757743, ' 46': -2.2812, ' 45': -2.3037047, ' 50': -2.4884057}
{' 44': -1.6171627, ' 45': -1.9906179, ' 48': -2.1856806, ' 46': -2.2411537, ' 43': -2.4890127}
{' 40': -2.365801, ' 44': -2.390769, ' 43': -2.4245872, ' 45': -2.6215906, ' 42': -2.6439297}
{' 45': -1.5986068, ' 44': -2.2153375, ' 48': -2.2555397, ' 43': -2.447247, ' 47': -2.456744}
{' 44': -1.7674682, ' 48': -2.2118194, ' 45': -2.2302978, ' 46': -2.3353965, ' 42': -2.5817344}
{' 45': -1.9285736, ' 44': -1.9482155, ' 46': -2.298585, ' 43': -2.3049288, ' 48': -2.4168062}
{' 45': -1.4538231, ' 40': -1.7830505, ' 44': -2.2560587, ' 43': -2.431555, ' 42': -2.7228107}
{' 48': -1.15651, ' 44': -1.6998105, ' 45': -2.362226, ' 40': -2.6277843, ' 42': -2.7227225}
{' 44': -1.7995292, ' 48': -1.8956473, ' 45': -2.2235606, ' 46': -2.3507864, ' 43': -2.6446984}
{' 48': -1.2269317, ' 44': -1.5880576, ' 40': -2.192398, ' 42': -2.571956, ' 45': -2.5925083}
{' 40': -2.438261, ' 37': -2.4739418, ' 36': -2.504034, ' 38': -2.5634413, ' 39': -2.5800486}
{' 48': -1.6587188, ' 50': -2.344919, ' 44': -2.47161, ' 45': -2.5311372, ' 46': -2.5476005}
{' 40': -2.2214546, ' 44': -2.279954, ' 43': -2.3485224, ' 39': -2.4438267, ' 41': -2.5769787}
{' 44': -1.8559409, ' 48': -2.065236, ' 45': -2.2739546, ' 46': -2.3540385, ' 43': -2.6153576}
{' 40': -1.4589112, ' 45': -2.1945612, ' 44': -2.618231, ' 43': -2.7482913, ' 42': -2.7890005}
{' 54': -2.2147353, ' 53': -2.2407496, ' 55': -2.3324444, ' 51': -2.4654925, ' 50': -2.5391896}
{' 40': -2.3607132, ' 37': -2.441684, ' 43': -2.4905827, ' 39': -2.496833, ' 38': -2.511266}
{' 43': -1.6093441, ' 44': -1.7865902, ' 45': -1.9732357, ' 42': -2.5443428, ' 46': -2.6995761}
{' 44': -2.097541, ' 45': -2.1622384, ' 43': -2.2093499, ' 46': -2.6161416, ' 42': -2.6968806}
{' 44': -1.6200265, ' 48': -2.2148416, ' 46': -2.2490108, ' 45': -2.3463771, ' 42': -2.463188}
{' 44': -1.7162429, ' 40': -1.9761049, ' 48': -2.376072, ' 42': -2.4234152, ' 45': -2.4752238}
{' 44': -1.3225639, ' 48': -1.9262882, ' 40': -2.0509975, ' 42': -2.3069038, ' 45': -2.512409}
{' 45': -2.0093877, ' 44': -2.0648592, ' 43': -2.1973293, ' 42': -2.3831308, ' 40': -2.5175703}
{' 44': -1.7664676, ' 45': -1.9516789, ' 48': -2.118503, ' 43': -2.2868123, ' 46': -2.397085}
{' 43': -2.1068268, ' 44': -2.1079931, ' 45': -2.3758898, ' 42': -2.5560894, ' 41': -2.565116}
{' 45': -2.173946, ' 48': -2.1968358, ' 47': -2.3843637, ' 50': -2.3851857, ' 46': -2.4106572}
{' 44': -1.8710058, ' 48': -2.0797489, ' 45': -2.1475153, ' 46': -2.42597, ' 43': -2.6311595}
{' 48': -2.1175246, ' 44': -2.1243854, ' 45': -2.38613, ' 46': -2.4070058, ' 47': -2.525339}
{' 40': -2.319136, ' 44': -2.3241885, ' 43': -2.4672635, ' 42': -2.5118153, ' 39': -2.5946019}
{' 44': -1.5282593, ' 48': -2.0047798, ' 45': -2.0673504, ' 46': -2.257967, ' 43': -2.3590295}
{' 44': -2.0835118, ' 45': -2.1356149, ' 48': -2.229772, ' 46': -2.3472075, ' 43': -2.5147614}
{' 45': -1.7194043, ' 44': -1.7660409, ' 43': -1.9502803, ' 42': -2.2308645, ' 46': -2.8192186}
{' 48': -2.003208, ' 44': -2.2252023, ' 50': -2.2339303, ' 45': -2.355358, ' 46': -2.6817062}
{' 44': -2.0011344, ' 45': -2.0930934, ' 48': -2.2460377, ' 47': -2.3141205, ' 43': -2.3341525}
{' 44': -2.2082496, ' 43': -2.2635205, ' 40': -2.3383515, ' 42': -2.486812, ' 45': -2.5789988}
{' 48': -2.270078, ' 50': -2.3024495, ' 51': -2.4948142, ' 53': -2.5671685, ' 49': -2.6704288}
{' 50': -1.9065745, ' 48': -1.9066403, ' 44': -2.2262192, ' 45': -2.2667544, ' 46': -2.6692014}
{' 48': -2.083919, ' 44': -2.0986362, ' 45': -2.1021686, ' 47': -2.33427, ' 46': -2.4690423}
{' 43': -2.066193, ' 44': -2.1808326, ' 45': -2.4117115, ' 41': -2.5510995, ' 39': -2.5679376}
{' 44': -1.3785007, ' 48': -2.075899, ' 40': -2.2498863, ' 42': -2.300906, ' 45': -2.3660753}
{' 44': -1.8450239, ' 43': -2.1369817, ' 45': -2.3274364, ' 42': -2.4338539, ' 40': -2.5862303}
{' 44': -1.835248, ' 43': -2.0242748, ' 45': -2.053629, ' 46': -2.455059, ' 47': -2.494793}
{' 43': -2.2292075, ' 44': -2.3683076, ' 45': -2.5992303, ' 39': -2.6330514, ' 40': -2.6525073}
{' 44': -1.7089772, ' 45': -1.8113999, ' 43': -2.083227, ' 42': -2.2818036, ' 48': -2.5729263}
{' 43': -2.41258, ' 39': -2.4854465, ' 40': -2.5333734, ' 37': -2.5435054, ' 44': -2.5497174}
{' 44': -1.6197119, ' 46': -2.197483, ' 48': -2.2286747, ' 45': -2.3913794, ' 42': -2.478816}
{' 48': -1.4836512, ' 44': -1.9649917, ' 45': -2.373273, ' 42': -2.579321, ' 40': -2.6709092}
{' 50': -1.8493947, ' 48': -1.9820297, ' 45': -2.0819778, ' 44': -2.4492302, ' 46': -2.5386455}
{' 48': -1.6808642, ' 44': -1.7250127, ' 45': -2.31966, ' 46': -2.4419937, ' 43': -2.8132122}
{' 48': -1.6159291, ' 44': -1.9466825, ' 45': -2.3328528, ' 46': -2.446359, ' 50': -2.47967}
{' 45': -1.6530762, ' 40': -2.2132826, ' 44': -2.3475754, ' 43': -2.5854597, ' 48': -2.698429}
{' 44': -1.8241953, ' 45': -1.9169209, ' 43': -2.0121167, ' 42': -2.2857125, ' 46': -2.6944783}
{' 37': -2.3497024, ' 40': -2.3542418, ' 35': -2.4757123, ' 39': -2.644073, ' 38': -2.6548953}
{' 45': -1.7268286, ' 44': -1.9307567, ' 40': -2.1177626, ' 48': -2.244319, ' 50': -2.311293}
{' 40': -2.2625415, ' 38': -2.3783617, ' 36': -2.419174, ' 37': -2.476798, ' 44': -2.5931356}
{' 48': -2.194804, ' 44': -2.3027968, ' 45': -2.3500965, ' 50': -2.5824974, ' 46': -2.65044}
{' 48': -1.8012352, ' 44': -2.0057023, ' 45': -2.2026978, ' 46': -2.5663242, ' 42': -2.5922947}
{' 48': -2.0473957, ' 50': -2.18503, ' 47': -2.2834969, ' 45': -2.3176556, ' 49': -2.468482}
{' 45': -2.1645508, ' 44': -2.205409, ' 43': -2.2975664, ' 46': -2.5055227, ' 48': -2.521555}
{' 48': -1.8461351, ' 45': -2.0260878, ' 44': -2.189991, ' 46': -2.6204054, ' 43': -2.7056723}
{' 43': -2.1286895, ' 44': -2.1460085, ' 45': -2.2643118, ' 42': -2.6768024, ' 46': -2.702933}
{' 44': -1.4027447, ' 45': -2.1815267, ' 46': -2.3158085, ' 48': -2.3353722, ' 43': -2.3814003}
{' 44': -2.0444815, ' 43': -2.1681397, ' 45': -2.3313246, ' 42': -2.341184, ' 40': -2.3859043}
{' 45': -1.7755784, ' 44': -1.8953694, ' 43': -2.1006403, ' 48': -2.4268255, ' 46': -2.4479866}
{' 44': -2.1987693, ' 48': -2.2230902, ' 45': -2.2292023, ' 46': -2.3352554, ' 50': -2.3587646}
{' 48': -2.1053772, ' 50': -2.3542404, ' 47': -2.46646, ' 51': -2.534557, ' 45': -2.5468137}
{' 45': -1.9603431, ' 44': -2.0887687, ' 43': -2.1117647, ' 46': -2.6059825, ' 42': -2.6755044}
{' 45': -1.4142592, ' 44': -2.364815, ' 50': -2.372534, ' 48': -2.387089, ' 43': -2.5363564}
{' 48': -2.105973, ' 44': -2.1708295, ' 50': -2.3444717, ' 46': -2.4673204, ' 45': -2.524017}
{' 44': -1.800649, ' 45': -1.9446787, ' 43': -1.9831861, ' 46': -2.4894938, ' 42': -2.5452151}
{' 45': -2.022352, ' 44': -2.1121547, ' 48': -2.267311, ' 43': -2.387183, ' 46': -2.4201372}
{' 48': -0.8172722, ' 44': -2.264759, ' 50': -2.3951635, ' 45': -2.8871012, ' 46': -2.9198952}
{' 45': -1.2600248, ' 40': -1.7881439, ' 50': -2.1312597, ' 44': -2.9830148, ' 43': -3.0275245}
{' 44': -1.9237765, ' 48': -1.9450723, ' 45': -1.9509945, ' 46': -2.2803001, ' 43': -2.4423857}
{' 45': -1.5961466, ' 43': -2.3525534, ' 44': -2.3789034, ' 50': -2.4313164, ' 40': -2.5183887}
{' 48': -1.0380988, ' 44': -2.0181994, ' 45': -2.188192, ' 50': -2.631949, ' 46': -2.793878}
{' 44': -1.7281495, ' 43': -2.0685425, ' 45': -2.0755281, ' 42': -2.4055674, ' 46': -2.4899464}
